Date,Region,Sunspot Number,Size,Magnetic Classification,Sunspot Classification,Location
2021-10-26,12886,1,100,region_mag A,HSX,S20W41
2021-10-26,12887,20,370,region_mag B,DHI,S26E16
2021-10-26,12888,1,10,region_mag A,AXX,S13E39
2021-10-26,12889,4,20,region_mag B,BXO,S22E43
2021-10-26,12890,5,40,region_mag B,CRO,S19W25
2021-10-27,12886,1,90,region_mag A,HSX,S20W54
2021-10-27,12887,26,250,region_mag BG,DHI,S27E05
2021-10-27,12888,1,10,region_mag A,AXX,S12E26
2021-10-27,12889,6,40,region_mag B,BXO,S23E31
2021-10-27,12890,4,30,region_mag B,BXO,S19W39
2021-10-27,12891,4,250,region_mag B,CAO,N19E66
2021-10-28,12886,1,100,region_mag A,HSX,S19W68
2021-10-28,12887,28,320,region_mag BG,DKC,S26W09
2021-10-28,12889,4,30,region_mag B,BXO,S23E17
2021-10-28,12890,3,30,region_mag B,BXO,S18W52
2021-10-28,12891,10,220,region_mag B,CAI,N18E60
2021-10-29,12886,1,100,region_mag A,HSX,S19W81
2021-10-29,12887,22,250,region_mag BG,DHI,S27W22
2021-10-29,12889,3,10,region_mag B,BXO,S23E33
2021-10-29,12890,4,20,region_mag A,AXX,S18W64
2021-10-29,12891,16,350,region_mag B,DKI,N18E42
2021-10-30,12886,1,30,region_mag A,HSX,S19W95
2021-10-30,12887,13,210,region_mag BG,DSO,S28W35
2021-10-30,12889,1,10,region_mag A,AXX,S23W09
2021-10-30,12891,20,240,region_mag B,EAC,N18E29
2021-10-30,12892,2,10,region_mag B,BXO,N27W16
2021-10-31,12887,8,150,region_mag B,CSO,S29W47
2021-10-31,12889,1,0,region_mag A,AXX,S16W24
2021-10-31,12891,20,200,region_mag B,DAC,N16E06
2021-10-31,12892,3,10,region_mag B,BXO,N26W29
2021-10-31,12893,1,120,region_mag A,HSX,N21E68
2021-11-01,12887,5,160,region_mag BG,CSO,S27W61
2021-11-01,12891,17,230,region_mag B,DAI,N16E03
2021-11-01,12893,1,180,region_mag A,HSX,N16E58
2021-11-02,12887,1,120,region_mag A,HAX,S27W80
2021-11-02,12891,10,120,region_mag B,DAI,N16W14
2021-11-02,12893,1,160,region_mag A,HSX,N18E45
2021-11-03,12887,2,40,region_mag A,HSX,S25W91
2021-11-03,12891,7,100,region_mag B,DAO,N16W26
2021-11-03,12893,2,160,region_mag A,HSX,N19E32
2021-11-04,12887,2,40,region_mag A,HSX,S25W0*
2021-11-04,12891,7,90,region_mag BD,CAO,N16W40
2021-11-04,12893,1,120,region_mag A,HSX,N17E17
2021-11-05,12891,6,30,region_mag B,DRO,N16W51
2021-11-05,12893,3,150,region_mag B,CSO,N16E05
2021-11-05,12894,1,100,region_mag A,HSX,S27E66
2021-11-06,12891,1,10,region_mag A,AXX,N16W64
2021-11-06,12893,4,140,region_mag A,HSX,N17W09
2021-11-06,12894,6,180,region_mag B,CSO,S27E52
2021-11-07,12891,1,10,region_mag A,AXX,N19W79
2021-11-07,12893,4,120,region_mag A,HSX,N20W22
2021-11-07,12894,4,120,region_mag B,CSO,S27E41
2021-11-08,12893,1,110,region_mag A,HSX,N17W35
2021-11-08,12894,4,150,region_mag B,CSO,S27E28
2021-11-08,12895,6,50,region_mag B,DAO,N25E48
2021-11-09,12893,1,130,region_mag A,HSX,N18W47
2021-11-09,12894,2,150,region_mag A,HSX,S26E14
2021-11-09,12895,7,130,region_mag B,DSO,N26E36
2021-11-10,12893,1,130,region_mag A,HSX,N16W60
2021-11-10,12894,1,150,region_mag A,HSX,S26E01
2021-11-10,12895,5,130,region_mag B,DSO,N24E21
2021-11-11,12893,1,110,region_mag A,HSX,N26W74
2021-11-11,12894,3,160,region_mag A,HAX,S27W10
2021-11-11,12895,5,30,region_mag B,CRO,N22E08
2021-11-12,12893,1,70,region_mag A,HSX,N21W90
2021-11-12,12894,5,130,region_mag BG,DAO,S27W23
2021-11-12,12895,3,20,region_mag B,BXO,N22W06
2021-11-13,12893,1,70,region_mag A,HSX,N16W0*
2021-11-13,12894,3,100,region_mag B,CSO,S29W34
2021-11-13,12895,1,10,region_mag A,AXX,N23W20
2021-11-14,12894,2,110,region_mag A,HSX,S28W50
2021-11-14,12895,1,10,region_mag A,AXX,N22W34
2021-11-14,12896,1,60,region_mag A,HSX,S18E72
2021-11-15,12894,2,70,region_mag A,HSX,S29W62
2021-11-15,12896,1,60,region_mag A,HSX,S18E58
2021-11-16,12894,2,160,region_mag A,HSX,S28W75
2021-11-16,12896,1,90,region_mag A,HSX,S18E44
2021-11-16,12897,2,80,region_mag A,HSX,N15E62
2021-11-17,12894,1,100,region_mag A,HSX,S28W89
2021-11-17,12896,1,90,region_mag A,HSX,S18E32
2021-11-17,12897,1,80,region_mag A,HSX,N16E48
2021-11-18,12894,1,100,region_mag A,HSX,S28W0*
2021-11-18,12896,1,20,region_mag A,HSX,S18E19
2021-11-18,12897,1,20,region_mag A,HSX,N16E33
2021-11-19,12896,1,20,region_mag A,HSX,S18E05
2021-11-19,12897,1,20,region_mag A,HSX,N15E18
2021-11-20,12896,1,20,region_mag A,HSX,S17W09
2021-11-20,12897,1,20,region_mag A,HSX,N16E03
2021-11-21,12896,1,10,region_mag A,HRX,S17W22
2021-11-21,12897,1,10,region_mag A,HSX,N17W10
2021-11-22,12896,1,10,region_mag A,HSX,S18W34
2021-11-22,12897,1,20,region_mag A,HSX,N15W23
2021-11-23,12896,1,20,region_mag A,AXX,S17W48
2021-11-23,12897,3,30,region_mag B,BXO,N15W36
2021-11-23,12898,5,30,region_mag B,CRO,S23E48
2021-11-24,12896,1,10,region_mag A,AXX,S17W62
2021-11-24,12897,1,10,region_mag A,AXX,N15W49
2021-11-24,12898,7,30,region_mag B,CRO,S23E36
2021-11-25,12898,10,90,region_mag B,DRO,S24E18
2021-11-26,12898,10,120,region_mag B,DAO,S24E04
2021-11-26,12899,5,20,region_mag B,BXO,S21W62
2021-11-26,12900,7,50,region_mag B,CRO,S28W12
2021-11-27,12898,10,140,region_mag B,DAO,S24W10
2021-11-27,12899,4,50,region_mag B,BXO,S21W76
2021-11-27,12900,9,130,region_mag B,DSO,S28W26
2021-11-28,12898,7,90,region_mag B,CSO,S24W21
2021-11-28,12899,4,10,region_mag B,BXO,S21W92
2021-11-28,12900,15,160,region_mag B,DSO,S28W36
2021-11-28,12901,1,20,region_mag A,HSX,N17E64
2021-11-29,12898,5,90,region_mag B,CSO,S24W34
2021-11-29,12900,11,240,region_mag B,DAO,S26W50
2021-11-29,12901,1,30,region_mag A,HSX,N16E50
2021-11-30,12898,1,100,region_mag A,HSX,S24W50
2021-11-30,12900,3,240,region_mag B,DAO,S26W65
2021-11-30,12901,1,10,region_mag A,AXX,N15E36
2021-11-30,12902,5,30,region_mag B,CRO,N18W07
2021-11-30,12903,1,10,region_mag A,AXX,S15E41
2021-12-01,12898,1,110,region_mag A,HSX,S25W65
2021-12-01,12900,2,210,region_mag B,DAO,S26W78
2021-12-01,12902,4,30,region_mag B,DRO,N18W19
2021-12-01,12903,0,0,region_mag A,AXX,S18E29
2021-12-02,12898,1,100,region_mag A,HSX,S25W78
2021-12-02,12900,1,0,region_mag A,AXX,S27W89
2021-12-02,12902,13,100,region_mag B,DSI,N17W33
2021-12-03,12898,4,80,region_mag B,CSO,S26W88
2021-12-03,12900,1,0,region_mag A,AXX,S27W0*
2021-12-03,12902,5,60,region_mag B,CRO,N19W48
2021-12-04,12898,4,80,region_mag B,CSO,S26W0*
2021-12-04,12901,2,10,region_mag B,BXO,N21W19
2021-12-04,12902,2,20,region_mag A,HRX,N15W62
2021-12-04,12904,1,10,region_mag A,AXX,S26E54
2021-12-05,12902,1,10,region_mag A,AXX,N15W75
2021-12-05,12903,2,10,region_mag B,BXO,S16W24
2021-12-05,12904,3,30,region_mag B,BXO,S25E40
2021-12-06,12904,4,10,region_mag B,BXO,S27E30
2021-12-07,12904,3,10,region_mag B,BXO,S26E17
2021-12-08,12904,1,10,region_mag A,AXX,S26E03
2021-12-12,12905,2,30,region_mag B,CRO,S10E44
2021-12-13,12905,3,20,region_mag B,CRO,S11E30
2021-12-13,12906,4,10,region_mag B,BXO,S29E38
2021-12-13,12907,3,10,region_mag B,BXO,S21E62
2021-12-14,12905,1,10,region_mag A,HRX,S11E17
2021-12-14,12906,4,50,region_mag B,CSO,S28E24
2021-12-14,12907,5,50,region_mag BG,DSC,S19E49
2021-12-15,12905,1,0,region_mag A,AXX,S11E03
2021-12-15,12906,4,120,region_mag B,DAO,S29E09
2021-12-15,12907,12,260,region_mag BG,DKI,S19E36
2021-12-15,12908,6,300,region_mag B,DKO,S19E62
2021-12-15,12909,6,150,region_mag B,DAO,S21E70
2021-12-16,12905,1,10,region_mag A,AXX,S12W11
2021-12-16,12906,9,60,region_mag B,CSO,S29W04
2021-12-16,12907,23,180,region_mag BG,DAI,S19E27
2021-12-16,12908,10,210,region_mag B,DAO,S19E44
2021-12-16,12909,5,150,region_mag B,DAO,S19E66
2021-12-16,12910,6,20,region_mag B,CRO,N13W17
2021-12-16,12911,3,20,region_mag B,CRO,N19E70
2021-12-17,12906,7,50,region_mag B,CSO,S29W15
2021-12-17,12907,19,280,region_mag BG,DHI,S18E13
2021-12-17,12908,18,270,region_mag BG,DKI,S18E29
2021-12-17,12909,6,210,region_mag B,DSO,S20E42
2021-12-17,12910,5,30,region_mag B,CRO,N14W29
2021-12-17,12911,4,80,region_mag B,CAO,N21E54
2021-12-18,12906,4,20,region_mag B,CRO,S29W28
2021-12-18,12907,24,310,region_mag BG,DKI,S19W01
2021-12-18,12908,15,270,region_mag BG,DKI,S18E15
2021-12-18,12909,6,210,region_mag B,DAO,S20E29
2021-12-18,12910,2,10,region_mag B,BXO,N12W44
2021-12-18,12911,6,80,region_mag B,CAO,N21E39
2021-12-19,12906,1,20,region_mag A,HRX,S31W45
2021-12-19,12907,15,250,region_mag BG,DKI,S21W14
2021-12-19,12908,13,240,region_mag B,EAI,S22E02
2021-12-19,12909,4,120,region_mag B,CAO,S21E16
2021-12-19,12910,2,20,region_mag A,HSX,N12W54
2021-12-19,12911,3,50,region_mag A,HAX,N20E24
2021-12-19,12912,1,40,region_mag A,HSX,S12E63
2021-12-20,12906,1,10,region_mag A,AXX,S29W57
2021-12-20,12907,13,150,region_mag BG,DAI,S21W27
2021-12-20,12908,10,100,region_mag B,CAI,S22W10
2021-12-20,12909,5,100,region_mag B,CSO,S20E03
2021-12-20,12910,2,10,region_mag A,AXX,N13W65
2021-12-20,12911,2,20,region_mag A,HRX,N21E13
2021-12-20,12912,1,30,region_mag A,HSX,S11E53
2021-12-20,12913,1,10,region_mag A,AXX,S28E32
2021-12-21,12907,14,200,region_mag BG,DAI,S21W40
2021-12-21,12908,18,100,region_mag B,DSI,S16W25
2021-12-21,12909,3,80,region_mag A,HAX,S19W13
2021-12-21,12910,3,20,region_mag B,CRO,N15W79
2021-12-21,12911,1,20,region_mag A,HRX,N19E17
2021-12-21,12912,1,30,region_mag A,HSX,S11E38
2021-12-21,12913,1,10,region_mag A,AXX,S28E18
2021-12-21,12914,2,10,region_mag B,BXO,S17E23
2021-12-21,12915,3,30,region_mag B,DSO,N16E34
2021-12-21,12916,1,100,region_mag A,HSX,S18E82
2021-12-22,12907,14,230,region_mag BG,EAI,S21W52
2021-12-22,12908,16,100,region_mag BG,DAI,S20W39
2021-12-22,12909,3,70,region_mag A,HSX,S21W26
2021-12-22,12910,3,20,region_mag B,CRO,N15W93
2021-12-22,12911,1,10,region_mag A,AXX,N20W12
2021-12-22,12912,1,20,region_mag A,HRX,S12E25
2021-12-22,12913,1,10,region_mag A,AXX,S28E05
2021-12-22,12914,2,10,region_mag B,BXO,S17E09
2021-12-22,12915,3,30,region_mag B,DRO,N16E22
2021-12-22,12916,3,240,region_mag B,DSO,S18E68
2021-12-22,12917,2,10,region_mag B,BXO,S26E30
2021-12-22,12918,4,20,region_mag B,CRO,N20E52
2021-12-23,12907,17,300,region_mag BG,EKI,S20W64
2021-12-23,12908,10,100,region_mag B,CAI,S20W53
2021-12-23,12909,2,50,region_mag A,HAX,S21W40
2021-12-23,12911,1,10,region_mag A,AXX,N20W26
2021-12-23,12912,1,10,region_mag A,HRX,S13E13
2021-12-23,12915,2,30,region_mag B,CRO,N16E08
2021-12-23,12916,7,190,region_mag B,DSO,S16E55
2021-12-23,12917,7,30,region_mag B,CRO,S27E16
2021-12-23,12918,6,80,region_mag B,DAO,N20E38
2021-12-24,12907,15,280,region_mag BG,EHI,S22W77
2021-12-24,12908,4,20,region_mag B,CRO,S19W67
2021-12-24,12909,1,20,region_mag A,HRX,S22W53
2021-12-24,12911,1,10,region_mag A,AXX,N20W39
2021-12-24,12912,1,20,region_mag A,HRX,S12W01
2021-12-24,12915,3,20,region_mag B,CRO,N16W03
2021-12-24,12916,17,400,region_mag B,DHI,S18E42
2021-12-24,12917,9,50,region_mag B,CRO,S28E05
2021-12-24,12918,15,140,region_mag B,DAI,N19E23
2021-12-25,12812,1,10,region_mag A,AXX,S11W13
2021-12-25,12908,1,50,region_mag A,HAX,S20W80
2021-12-25,12912,1,20,region_mag A,HRX,S15W19
2021-12-25,12915,1,10,region_mag A,AXX,N16W16
2021-12-25,12916,21,450,region_mag BGD,EKC,S18E28
2021-12-25,12917,5,20,region_mag B,CRO,S28W06
2021-12-25,12918,17,280,region_mag B,DKI,N19E11
2021-12-25,12919,1,20,region_mag A,HSX,S11E59
2021-12-26,12812,1,10,region_mag A,AXX,S11W27
2021-12-26,12912,1,10,region_mag A,AXX,S13W27
2021-12-26,12916,17,430,region_mag B,EKC,S18E14
2021-12-26,12918,17,260,region_mag B,DKI,N19W03
2021-12-26,12919,1,20,region_mag A,HRX,S11E45
2021-12-26,12920,9,30,region_mag B,CRO,S17W31
2021-12-27,12916,21,480,region_mag B,EKC,S18W00
2021-12-27,12918,15,180,region_mag B,DAI,N19W17
2021-12-27,12919,1,10,region_mag A,HRX,S11E31
2021-12-27,12920,8,70,region_mag B,CAO,S17W45
2021-12-28,12916,18,480,region_mag B,EKI,S15W08
2021-12-28,12918,15,180,region_mag BG,EAI,N22W31
2021-12-28,12919,1,10,region_mag A,HRX,S11E26
2021-12-28,12920,8,70,region_mag B,BXO,S16W57
2021-12-28,12921,4,110,region_mag B,DAO,N29W64
2021-12-29,12916,14,420,region_mag B,EHI,S17W22
2021-12-29,12917,1,10,region_mag A,AXX,S26W62
2021-12-29,12918,10,210,region_mag B,CRI,N19W43
2021-12-29,12919,1,20,region_mag A,HRX,S11E13
2021-12-29,12920,6,10,region_mag A,AXX,S17W70
2021-12-29,12921,3,180,region_mag B,DSO,N29W81
2021-12-30,12916,14,640,region_mag BG,ESI,S16W36
2021-12-30,12917,1,10,region_mag A,AXX,S27W75
2021-12-30,12918,9,60,region_mag B,BXI,N22W55
2021-12-30,12919,1,40,region_mag A,HRX,S11E01
2021-12-30,12921,2,300,region_mag B,DSO,N30W90
2021-12-31,12916,8,420,region_mag BG,EHI,N20W67
2021-12-31,12917,1,10,region_mag A,AXX,S27W90
2021-12-31,12918,2,20,region_mag B,BXO,S16W49
2021-12-31,12919,1,10,region_mag A,HRX,S11W13
2021-12-31,12921,2,300,region_mag B,DSO,N30W0*
2021-12-31,12922,1,10,region_mag A,AXX,S17E24
2022-01-01,12916,4,390,region_mag BG,EHI,S16W63
2022-01-01,12918,2,20,region_mag B,BXO,N22W81
2022-01-01,12919,1,10,region_mag A,AXX,S12W29
2022-01-01,12922,3,40,region_mag B,BXO,S17E10
2022-01-01,12923,3,20,region_mag B,BXO,S30W63
2022-01-02,12916,3,320,region_mag B,EHO,S18W74
2022-01-02,12922,2,20,region_mag B,BXO,S17W02
2022-01-03,12916,2,140,region_mag B,DSO,S17W87
2022-01-03,12922,2,10,region_mag B,BXO,S17W16
2022-01-04,12916,2,140,region_mag B,DSO,S16W0*
2022-01-04,12924,2,30,region_mag B,CRO,S32E48
2022-01-05,12924,1,30,region_mag B,CAO,S31E32
2022-01-05,12925,3,240,region_mag B,DSO,S34E69
2022-01-06,12924,12,190,region_mag B,DAI,S31E20
2022-01-06,12925,3,80,region_mag B,DSO,S34E55
2022-01-07,12924,14,430,region_mag B,EHI,S31E06
2022-01-07,12925,4,100,region_mag B,CSO,S34E41
2022-01-08,12924,8,430,region_mag B,EHI,S31W01
2022-01-08,12925,3,100,region_mag A,HSX,S32E31
2022-01-09,12924,4,380,region_mag B,EHO,S31W14
2022-01-09,12925,1,80,region_mag A,HSX,S33E19
2022-01-09,12927,1,80,region_mag A,HSX,S20E66
2022-01-10,12924,5,350,region_mag B,EHO,S31W28
2022-01-10,12925,2,80,region_mag A,HSX,S33E05
2022-01-10,12927,1,100,region_mag A,HSX,S20E52
2022-01-11,12924,5,350,region_mag BG,EHO,S31W42
2022-01-11,12925,2,80,region_mag A,HSX,S34W06
2022-01-11,12926,3,50,region_mag B,CSO,N19W37
2022-01-11,12927,1,80,region_mag A,HSX,S22E40
2022-01-12,12924,9,370,region_mag BG,EHO,S33W53
2022-01-12,12925,1,80,region_mag A,HSX,S35W18
2022-01-12,12926,4,30,region_mag B,CRO,N22W48
2022-01-12,12927,1,80,region_mag A,HSX,S20E26
2022-01-12,12928,3,30,region_mag B,CSO,S19W02
2022-01-13,12924,11,390,region_mag BG,EHO,S33W64
2022-01-13,12925,1,80,region_mag A,HSX,S34W31
2022-01-13,12926,6,30,region_mag B,CRO,N18W65
2022-01-13,12927,1,80,region_mag A,HSX,S19E13
2022-01-13,12928,3,70,region_mag B,DSO,S19W16
2022-01-13,12929,2,10,region_mag B,BXO,N08E09
2022-01-13,12930,4,10,region_mag B,BXO,N21E05
2022-01-14,12924,4,220,region_mag B,ESO,S32W79
2022-01-14,12925,1,50,region_mag A,HSX,S35W45
2022-01-14,12926,1,20,region_mag A,HSX,N19W79
2022-01-14,12927,1,50,region_mag A,HSX,S20E01
2022-01-14,12928,4,20,region_mag B,BXO,S20W29
2022-01-14,12929,7,100,region_mag B,DSO,N08W05
2022-01-14,12930,5,20,region_mag B,BXO,N21W07
2022-01-14,12931,9,100,region_mag B,DSO,N13W43
2022-01-15,12924,2,180,region_mag B,ESO,S29W93
2022-01-15,12925,1,50,region_mag A,HSX,S33W59
2022-01-15,12926,1,10,region_mag A,AXX,N19W93
2022-01-15,12927,2,50,region_mag B,CSO,S20W13
2022-01-15,12928,2,10,region_mag A,AXX,S21W42
2022-01-15,12929,14,300,region_mag B,DHI,N08W19
2022-01-15,12930,7,100,region_mag B,DAO,N21W21
2022-01-15,12931,5,120,region_mag B,DAO,N13W57
2022-01-15,12932,8,20,region_mag B,CRO,N32E60
2022-01-16,12924,2,180,region_mag B,ESO,S31W0*
2022-01-16,12925,1,40,region_mag A,HSX,S35W71
2022-01-16,12926,1,10,region_mag A,AXX,N19W0*
2022-01-16,12927,1,50,region_mag A,HSX,S20W24
2022-01-16,12929,11,310,region_mag B,DKI,N08W29
2022-01-16,12930,5,100,region_mag B,DSO,N20W23
2022-01-16,12931,5,90,region_mag B,CSO,N13W68
2022-01-16,12932,4,10,region_mag B,BXO,N30E49
2022-01-16,12933,6,60,region_mag B,CSO,S21E06
2022-01-17,12925,1,10,region_mag A,AXX,S35W84
2022-01-17,12927,1,30,region_mag A,HSX,S22W40
2022-01-17,12929,8,270,region_mag BG,DKC,N07W46
2022-01-17,12930,8,170,region_mag B,DAC,N21W48
2022-01-17,12931,1,10,region_mag A,AXX,N13W80
2022-01-17,12932,2,10,region_mag A,AXX,N34E33
2022-01-17,12933,8,80,region_mag B,DSO,S21W08
2022-01-18,12925,1,10,region_mag A,AXX,S35W97
2022-01-18,12927,1,30,region_mag A,HSX,S21W52
2022-01-18,12929,4,260,region_mag B,DKO,N07W61
2022-01-18,12930,6,230,region_mag B,DAO,N21W61
2022-01-18,12932,1,10,region_mag A,AXX,N33E19
2022-01-18,12933,8,80,region_mag B,CSO,S22W21
2022-01-19,12927,1,30,region_mag A,HSX,S20W64
2022-01-19,12929,2,230,region_mag B,DAO,N08W70
2022-01-19,12930,4,210,region_mag B,DAO,N20W74
2022-01-19,12933,10,100,region_mag B,CAO,S22W32
2022-01-20,12927,1,1,region_mag A,AXX,S20W80
2022-01-20,12929,2,80,region_mag B,DAO,N07W86
2022-01-20,12930,2,100,region_mag B,DAO,N21W86
2022-01-20,12933,4,80,region_mag B,CAO,S22W49
2022-01-20,12934,1,90,region_mag A,HSX,S24E69
2022-01-21,12927,1,10,region_mag A,AXX,S21W92
2022-01-21,12929,2,80,region_mag B,DAO,N08W0*
2022-01-21,12930,2,100,region_mag B,DAO,N22W0*
2022-01-21,12933,2,60,region_mag A,HAX,S20W63
2022-01-21,12934,1,140,region_mag A,HSX,S24E54
2022-01-22,12933,1,40,region_mag A,HSX,S19W77
2022-01-22,12934,1,140,region_mag A,HSX,S25E41
2022-01-23,12933,1,50,region_mag A,HSX,S19W90
2022-01-23,12934,1,140,region_mag A,HSX,S25E28
2022-01-24,12933,1,50,region_mag A,HSX,S20W0*
2022-01-24,12934,1,140,region_mag A,HSX,S25E15
2022-01-24,12935,5,30,region_mag B,CRO,N26E05
2022-01-25,12934,1,120,region_mag A,HSX,S25E01
2022-01-25,12935,4,30,region_mag B,CRO,N27W08
2022-01-25,12936,5,30,region_mag B,CRO,N14E59
2022-01-25,12937,3,10,region_mag B,CRO,S19E15
2022-01-26,12934,1,100,region_mag A,HSX,S24W12
2022-01-26,12935,2,10,region_mag B,BXO,N27W21
2022-01-26,12936,8,100,region_mag B,DSI,N15E47
2022-01-26,12937,8,90,region_mag B,DAO,S20E01
2022-01-26,12938,2,10,region_mag B,BXO,N17E64
2022-01-27,12934,1,120,region_mag A,HSX,S24W24
2022-01-27,12935,3,10,region_mag B,BXO,N27W28
2022-01-27,12936,18,110,region_mag B,DAI,N16E33
2022-01-27,12937,10,30,region_mag B,CRO,S19W13
2022-01-27,12938,3,10,region_mag B,BXO,N17E56
2022-01-28,12934,1,50,region_mag A,HSX,S24W38
2022-01-28,12935,3,50,region_mag B,CRO,N27W42
2022-01-28,12936,18,400,region_mag B,DKC,N16E19
2022-01-28,12937,3,30,region_mag B,BXO,S19W27
2022-01-28,12938,2,10,region_mag B,BXO,N17E42
2022-01-29,12934,1,60,region_mag A,HSX,S23W48
2022-01-29,12935,4,40,region_mag B,CRO,N27W58
2022-01-29,12936,26,640,region_mag BGD,DKC,N16E08
2022-01-29,12937,3,20,region_mag B,BXO,S19W38
2022-01-29,12938,1,10,region_mag A,AXX,N19E34
2022-01-30,12934,1,70,region_mag A,HSX,S23W63
2022-01-30,12935,2,20,region_mag B,BXO,N29W71
2022-01-30,12936,23,720,region_mag BGD,EHC,N17W07
2022-01-30,12937,3,20,region_mag B,BXO,S20W53
2022-01-30,12938,3,10,region_mag B,BXO,N19E20
2022-01-30,12939,4,120,region_mag B,CSO,S15E70
2022-01-31,12934,1,110,region_mag A,HSX,S26W75
2022-01-31,12935,3,10,region_mag B,BXO,N27W86
2022-01-31,12936,22,750,region_mag B,EHI,N16W23
2022-01-31,12938,2,10,region_mag A,AXX,N18W00
2022-01-31,12939,7,280,region_mag B,DHO,S15E62
2022-01-31,12940,5,160,region_mag B,CSO,N19E57
2022-02-01,12934,1,120,region_mag A,HSX,S23W95
2022-02-01,12935,3,10,region_mag B,BXO,N27W0*
2022-02-01,12936,9,670,region_mag B,EKI,N16W31
2022-02-01,12938,3,20,region_mag B,CRO,N18W20
2022-02-01,12939,7,500,region_mag B,DHO,S15E55
2022-02-01,12940,18,410,region_mag B,DKI,N22E52
2022-02-02,12934,1,120,region_mag A,HSX,S23W0*
2022-02-02,12936,12,760,region_mag B,DKI,N22W49
2022-02-02,12938,4,20,region_mag B,CRO,N18W27
2022-02-02,12939,3,300,region_mag B,DHO,S15E40
2022-02-02,12940,16,320,region_mag BG,DAO,N18E36
2022-02-03,12936,12,650,region_mag B,EKI,N17W63
2022-02-03,12938,1,10,region_mag A,HRX,N14W42
2022-02-03,12939,4,260,region_mag B,DHO,S16E23
2022-02-03,12940,14,180,region_mag B,CAI,N17E20
2022-02-03,12941,3,180,region_mag B,CAO,N25E71
2022-02-04,12936,6,500,region_mag B,EKO,N17W76
2022-02-04,12938,4,30,region_mag B,CRO,N14W63
2022-02-04,12939,4,220,region_mag B,DSO,S17E11
2022-02-04,12940,17,150,region_mag B,DAI,N17E07
2022-02-04,12941,6,280,region_mag B,EHO,N25E62
2022-02-05,12936,6,450,region_mag B,EKO,N17W89
2022-02-05,12938,4,30,region_mag B,CRO,N15W75
2022-02-05,12939,4,200,region_mag B,CSO,S16W04
2022-02-05,12940,18,200,region_mag B,DAO,N17W07
2022-02-05,12941,9,300,region_mag B,EHO,N25E47
2022-02-06,12936,6,450,region_mag B,EKO,N17W0*
2022-02-06,12938,4,30,region_mag B,BXO,N16W85
2022-02-06,12939,4,200,region_mag B,CSO,S17W17
2022-02-06,12940,12,200,region_mag B,DAO,N17W20
2022-02-06,12941,10,290,region_mag B,EHO,N24E34
2022-02-06,12942,3,20,region_mag B,BXO,S11W62
2022-02-07,12939,5,180,region_mag B,CSO,S14W33
2022-02-07,12940,19,140,region_mag B,DAO,N17W31
2022-02-07,12941,11,220,region_mag B,EAO,N24E24
2022-02-07,12942,3,10,region_mag B,BXO,S11W76
2022-02-08,12939,4,160,region_mag B,CSO,S18W45
2022-02-08,12940,9,140,region_mag B,DAO,N16W45
2022-02-08,12941,20,260,region_mag BG,EKI,N24E12
2022-02-08,12942,1,10,region_mag A,AXX,S11W86
2022-02-08,12943,2,20,region_mag B,BXO,S19E48
2022-02-09,12939,3,180,region_mag B,CSO,S17W58
2022-02-09,12940,9,140,region_mag B,DAO,N17W58
2022-02-09,12941,24,370,region_mag B,EKI,N23W03
2022-02-09,12942,1,10,region_mag A,AXX,S11W0*
2022-02-09,12943,2,10,region_mag A,AXX,S19E35
2022-02-10,12939,3,160,region_mag B,CSO,S18W71
2022-02-10,12940,6,130,region_mag B,DAO,N16W72
2022-02-10,12941,28,370,region_mag B,EKI,N24W15
2022-02-10,12943,1,0,region_mag A,AXX,S18E20
2022-02-10,12944,1,20,region_mag A,HRX,S26W70
2022-02-11,12939,1,120,region_mag A,HSX,S18W84
2022-02-11,12940,1,30,region_mag A,HRX,N17W82
2022-02-11,12941,12,280,region_mag B,FKI,N25W28
2022-02-11,12944,4,20,region_mag B,CRO,S25W84
2022-02-11,12945,6,30,region_mag B,CRO,S21W35
2022-02-11,12946,2,90,region_mag B,DSO,S09E66
2022-02-12,12939,1,120,region_mag A,HSX,S16W99
2022-02-12,12940,1,30,region_mag A,HRX,N17W96
2022-02-12,12941,8,310,region_mag BG,FKI,N24W39
2022-02-12,12944,4,20,region_mag B,CRO,S25W98
2022-02-12,12945,10,30,region_mag B,CRO,S16W14
2022-02-12,12946,6,110,region_mag B,DSO,S08E54
2022-02-13,12941,11,330,region_mag BG,FKI,N24W54
2022-02-13,12945,4,20,region_mag B,BXO,S21W63
2022-02-13,12946,8,90,region_mag B,CSO,S08E38
2022-02-14,12941,10,320,region_mag BG,EKI,N24W68
2022-02-14,12943,4,30,region_mag B,CRO,S23W23
2022-02-14,12945,4,20,region_mag B,BXO,S21W76
2022-02-14,12946,2,60,region_mag A,HSX,S08E25
2022-02-14,12947,3,40,region_mag B,BXO,N12W57
2022-02-14,12948,3,80,region_mag B,DSO,S27E56
2022-02-15,12941,12,240,region_mag BG,FAI,N24W79
2022-02-15,12943,2,40,region_mag B,CSO,S21W36
2022-02-15,12946,3,50,region_mag A,HSX,S09E11
2022-02-15,12947,3,50,region_mag A,HSX,N16W71
2022-02-15,12948,3,40,region_mag B,CSO,S27E43
2022-02-16,12941,1,150,region_mag B,DAO,N23W90
2022-02-16,12943,8,20,region_mag B,CRO,S20W53
