Date,Total Sunspot,Max Size,Zurich Class,Penumbra Class,Compactness Class,NS,Lat,EW,Lan,X-ray class,X-ray intensity
1989-11-30,36.0,450.0,E,K,I,N,26,W,55,X,2.6
1989-11-30,10.0,70.0,C,A,O,N,42,W,37,0,0.0
1989-11-30,9.0,70.0,D,A,O,S,14,W,34,0,0.0
1989-11-30,46.0,650.0,D,K,C,N,18,W,3,0,0.0
1989-11-30,9.0,610.0,E,K,O,S,4,W,72,0,0.0
1989-11-30,71.0,220.0,E,A,I,S,18,E,19,0,0.0
1989-11-30,21.0,140.0,D,A,O,S,16,E,47,0,0.0
1989-11-30,25.0,50.0,C,A,I,N,16,E,4,0,0.0
1989-11-30,32.0,140.0,C,A,I,N,11,E,23,0,0.0
1989-11-30,8.0,50.0,D,S,O,N,12,E,62,0,0.0
1989-12-01,46.0,440.0,D,K,I,N,27,W,63,C,9.7
1989-12-01,18.0,80.0,C,A,O,N,43,W,51,0,0.0
1989-12-01,13.0,40.0,D,A,O,S,14,W,59,0,0.0
1989-12-01,59.0,740.0,D,K,C,N,18,W,25,C,8.9
1989-12-01,28.0,300.0,E,K,I,S,5,W,80,C,3.5
1989-12-01,98.0,140.0,E,A,I,S,18,E,9,0,0.0
1989-12-01,23.0,110.0,E,A,O,S,16,E,32,0,0.0
1989-12-01,47.0,40.0,D,A,I,N,19,W,14,0,0.0
1989-12-01,67.0,290.0,D,K,C,N,10,E,12,0,0.0
1989-12-01,11.0,20.0,C,R,O,N,12,E,48,0,0.0
1989-12-01,4.0,20.0,C,R,O,S,28,E,43,0,0.0
1989-12-02,13.0,300.0,D,K,I,N,24,W,78,0,0.0
1989-12-02,3.0,20.0,B,X,O,S,13,W,64,0,0.0
1989-12-02,58.0,580.0,D,K,I,N,18,W,30,M,3.0
1989-12-02,98.0,100.0,E,A,O,S,18,E,1,0,0.0
1989-12-02,4.0,50.0,C,S,O,S,16,E,27,0,0.0
1989-12-02,14.0,20.0,C,R,O,N,19,W,26,0,0.0
1989-12-02,17.0,20.0,C,A,O,S,14,W,43,C,2.0
1989-12-02,75.0,220.0,D,K,O,N,10,W,1,0,0.0
1989-12-02,32.0,40.0,C,R,O,N,13,E,30,C,5.6
1989-12-02,21.0,360.0,D,K,O,N,21,E,48,C,3.3
1989-12-02,25.0,70.0,D,A,O,S,15,E,45,0,0.0
1989-12-02,3.0,10.0,B,X,O,S,28,E,29,0,0.0
1989-12-02,58.0,390.0,E,K,I,N,19,E,77,0,0.0
1989-12-02,5.0,10.0,B,X,O,S,10,W,12,0,0.0
1989-12-02,2.0,10.0,B,X,O,S,11,E,28,0,0.0
1989-12-02,4.0,0.0,B,X,O,N,13,E,39,0,0.0
1989-12-03,29.0,590.0,D,K,I,N,18,W,42,C,5.2
1989-12-03,58.0,80.0,D,A,O,S,18,W,20,0,0.0
1989-12-03,3.0,10.0,B,X,O,N,26,W,19,0,0.0
1989-12-03,8.0,90.0,C,S,O,S,16,E,8,0,0.0
1989-12-03,10.0,10.0,B,X,O,N,20,W,33,0,0.0
1989-12-03,5.0,10.0,B,X,O,S,12,W,47,0,0.0
1989-12-03,47.0,180.0,D,A,I,N,9,W,14,0,0.0
1989-12-03,104.0,110.0,C,H,I,N,12,E,20,0,0.0
1989-12-03,12.0,310.0,C,K,O,N,20,E,42,0,0.0
1989-12-03,18.0,50.0,C,A,O,S,15,E,32,0,0.0
1989-12-03,2.0,10.0,B,X,O,S,28,E,20,0,0.0
1989-12-03,65.0,620.0,E,K,I,N,18,E,67,C,5.3
1989-12-03,31.0,50.0,D,A,I,S,10,W,23,0,0.0
1989-12-03,5.0,20.0,B,X,O,S,11,E,20,0,0.0
1989-12-03,4.0,10.0,B,X,O,N,12,E,35,0,0.0
1989-12-04,28.0,430.0,D,K,I,N,17,W,66,M,1.2
1989-12-04,34.0,100.0,C,A,O,S,19,W,32,0,0.0
1989-12-04,2.0,10.0,B,X,O,N,26,W,34,0,0.0
1989-12-04,12.0,110.0,C,A,O,S,17,W,6,0,0.0
1989-12-04,2.0,30.0,B,X,O,S,13,W,64,0,0.0
1989-12-04,37.0,150.0,D,A,I,N,10,W,26,0,0.0
1989-12-04,40.0,100.0,D,A,I,N,12,E,5,0,0.0
1989-12-04,7.0,380.0,C,K,O,N,20,E,27,0,0.0
1989-12-04,37.0,150.0,D,A,O,N,10,E,26,0,0.0
1989-12-04,60.0,630.0,E,K,I,N,19,E,49,0,0.0
1989-12-04,16.0,60.0,D,A,O,S,10,W,35,0,0.0
1989-12-04,4.0,10.0,B,X,O,N,12,E,16,0,0.0
1989-12-04,3.0,20.0,B,X,O,N,16,E,34,0,0.0
1989-12-04,5.0,60.0,D,A,O,N,13,E,87,0,0.0
1989-12-05,23.0,340.0,D,K,O,N,17,W,68,M,5.6
1989-12-05,41.0,120.0,D,A,O,S,18,W,46,C,4.9
1989-12-05,2.0,10.0,B,X,O,N,24,W,46,0,0.0
1989-12-05,3.0,90.0,C,S,O,S,19,W,22,0,0.0
1989-12-05,23.0,280.0,D,A,O,N,9,W,40,0,0.0
1989-12-05,51.0,220.0,D,A,O,N,12,W,10,C,5.6
1989-12-05,28.0,350.0,D,K,O,N,18,E,19,0,0.0
1989-12-05,16.0,40.0,C,A,O,S,16,E,6,0,0.0
1989-12-05,143.0,570.0,E,K,C,N,21,E,33,0,0.0
1989-12-05,48.0,350.0,D,A,I,S,12,W,50,0,0.0
1989-12-05,3.0,20.0,B,X,O,N,16,E,23,C,4.1
1989-12-05,23.0,180.0,E,A,O,N,17,E,70,0,0.0
1989-12-06,2.0,120.0,D,S,O,N,11,W,88,C,2.3
1989-12-06,13.0,30.0,D,S,O,S,15,W,60,0,0.0
1989-12-06,5.0,50.0,C,A,O,S,14,W,33,0,0.0
1989-12-06,15.0,230.0,D,A,I,N,9,W,56,0,0.0
1989-12-06,56.0,110.0,D,A,I,N,13,W,27,C,2.1
1989-12-06,23.0,370.0,D,K,O,N,19,W,3,0,0.0
1989-12-06,26.0,30.0,D,A,O,S,15,W,10,0,0.0
1989-12-06,91.0,430.0,D,K,I,N,18,E,22,0,0.0
1989-12-06,25.0,170.0,E,A,I,S,9,W,67,C,3.4
1989-12-06,8.0,30.0,C,S,O,S,13,W,34,0,0.0
1989-12-06,42.0,210.0,D,A,I,N,13,E,58,0,0.0
1989-12-06,2.0,50.0,C,S,O,S,13,E,65,0,0.0
1989-12-06,10.0,30.0,B,X,O,N,26,W,30,0,0.0
1989-12-07,6.0,40.0,C,A,O,S,15,W,71,0,0.0
1989-12-07,2.0,20.0,B,X,O,N,21,W,78,M,1.4
1989-12-07,8.0,150.0,D,A,O,S,15,W,49,0,0.0
1989-12-07,22.0,90.0,D,A,O,N,10,W,66,0,0.0
1989-12-07,78.0,140.0,D,A,I,N,11,W,38,C,5.9
1989-12-07,15.0,440.0,C,K,O,N,17,W,21,0,0.0
1989-12-07,40.0,50.0,C,A,O,S,16,W,14,0,0.0
1989-12-07,111.0,580.0,D,K,I,N,21,E,17,0,0.0
1989-12-07,23.0,170.0,D,A,I,S,10,W,79,M,4.5
1989-12-07,21.0,80.0,D,A,O,S,10,W,44,0,0.0
1989-12-07,7.0,10.0,B,X,O,N,16,W,3,0,0.0
1989-12-07,31.0,170.0,D,A,O,N,14,E,47,0,0.0
1989-12-07,5.0,10.0,B,X,O,S,18,E,53,0,0.0
1989-12-07,17.0,30.0,B,X,O,N,27,W,41,C,2.4
1989-12-07,4.0,40.0,C,S,O,S,9,E,76,0,0.0
1989-12-08,2.0,30.0,C,S,O,S,17,W,52,0,0.0
1989-12-08,9.0,90.0,C,A,O,N,11,W,76,0,0.0
1989-12-08,80.0,70.0,E,A,O,N,11,W,55,0,0.0
1989-12-08,3.0,230.0,C,H,O,N,18,W,21,0,0.0
1989-12-08,15.0,30.0,C,S,O,S,14,W,38,0,0.0
1989-12-08,2.0,20.0,B,X,O,S,28,W,49,0,0.0
1989-12-08,115.0,330.0,D,K,I,N,19,E,5,0,0.0
1989-12-08,5.0,90.0,D,A,O,S,11,W,81,0,0.0
1989-12-08,38.0,210.0,D,A,I,S,11,W,63,0,0.0
1989-12-08,38.0,150.0,D,A,O,N,14,E,31,0,0.0
1989-12-08,3.0,20.0,B,X,O,S,18,E,40,0,0.0
1989-12-08,32.0,90.0,D,A,O,N,27,W,58,0,0.0
1989-12-08,17.0,60.0,C,A,O,S,9,E,59,0,0.0
1989-12-08,3.0,10.0,B,X,O,S,14,E,16,0,0.0
1989-12-09,40.0,220.0,E,A,O,N,12,W,56,0,0.0
1989-12-09,3.0,10.0,B,X,O,S,16,W,42,0,0.0
1989-12-09,66.0,200.0,D,A,I,N,18,W,16,M,1.2
1989-12-09,22.0,180.0,D,A,O,S,11,W,75,0,0.0
1989-12-09,30.0,120.0,D,A,O,N,13,E,19,0,0.0
1989-12-09,15.0,100.0,C,A,O,N,25,W,70,0,0.0
1989-12-09,28.0,130.0,D,A,O,S,9,E,57,C,2.8
1989-12-09,15.0,40.0,D,A,O,S,14,E,5,0,0.0
1989-12-09,8.0,80.0,D,A,O,N,15,E,70,0,0.0
1989-12-10,9.0,110.0,C,S,O,N,12,W,70,0,0.0
1989-12-10,3.0,340.0,C,H,O,N,19,W,53,0,0.0
1989-12-10,3.0,10.0,B,X,O,S,16,W,59,0,0.0
1989-12-10,66.0,210.0,D,A,I,N,20,W,27,0,0.0
1989-12-10,3.0,150.0,C,S,O,S,10,W,77,0,0.0
1989-12-10,71.0,100.0,E,A,O,N,14,E,8,C,1.9
1989-12-10,3.0,20.0,C,S,O,N,26,W,82,0,0.0
1989-12-10,41.0,120.0,D,A,O,S,9,E,42,0,0.0
1989-12-10,15.0,30.0,B,X,O,S,14,W,9,0,0.0
1989-12-10,32.0,110.0,D,A,O,N,15,E,64,0,0.0
1989-12-10,17.0,40.0,C,A,O,S,23,E,40,0,0.0
1989-12-11,35.0,290.0,D,A,I,N,19,W,41,C,9.7
1989-12-11,39.0,50.0,D,A,O,N,11,W,9,C,2.2
1989-12-11,57.0,90.0,D,A,I,S,9,E,23,0,0.0
1989-12-11,3.0,10.0,B,X,O,S,14,W,19,0,0.0
1989-12-11,21.0,50.0,D,A,O,N,16,E,47,0,0.0
1989-12-11,8.0,20.0,C,A,O,S,23,E,21,0,0.0
1989-12-11,4.0,30.0,B,X,O,S,21,E,72,0,0.0
1989-12-12,24.0,220.0,D,A,I,N,18,W,56,0,0.0
1989-12-12,27.0,50.0,D,A,O,N,14,W,10,C,1.2
1989-12-12,3.0,0.0,B,X,O,N,16,W,2,0,0.0
1989-12-12,37.0,60.0,D,A,I,S,9,E,16,0,0.0
1989-12-12,26.0,40.0,D,A,O,N,15,E,38,0,0.0
1989-12-12,10.0,20.0,C,A,O,S,22,E,12,0,0.0
1989-12-12,22.0,70.0,D,A,O,S,21,E,65,0,0.0
1989-12-12,3.0,10.0,B,X,O,N,28,E,79,0,0.0
1989-12-12,2.0,180.0,D,A,O,N,13,E,85,C,3.3
1989-12-13,7.0,120.0,D,A,O,N,18,W,57,0,0.0
1989-12-13,20.0,40.0,C,A,O,N,13,W,24,0,0.0
1989-12-13,46.0,40.0,D,A,I,S,9,W,5,0,0.0
1989-12-13,47.0,50.0,D,A,O,N,14,E,17,0,0.0
1989-12-13,2.0,10.0,B,X,O,S,20,W,1,0,0.0
1989-12-13,27.0,90.0,D,A,O,S,21,E,47,0,0.0
1989-12-13,37.0,480.0,F,K,I,N,12,E,71,C,3.5
1989-12-13,2.0,10.0,B,X,O,N,10,W,65,0,0.0
1989-12-14,8.0,90.0,D,A,O,N,19,W,80,0,0.0
1989-12-14,4.0,20.0,C,S,O,N,13,W,42,0,0.0
1989-12-14,28.0,50.0,D,A,O,S,8,W,20,0,0.0
1989-12-14,17.0,30.0,C,S,O,N,15,E,8,0,0.0
1989-12-14,2.0,10.0,B,X,O,S,28,W,12,0,0.0
1989-12-14,22.0,50.0,C,A,O,S,21,E,39,0,0.0
1989-12-14,67.0,530.0,E,K,I,N,12,E,60,M,1.9
1989-12-14,2.0,60.0,B,X,O,N,18,E,76,C,3.5
1989-12-14,2.0,30.0,C,S,O,N,11,W,67,0,0.0
1989-12-15,4.0,40.0,C,S,O,S,8,W,24,0,0.0
1989-12-15,4.0,40.0,B,X,O,N,16,E,0,0,0.0
1989-12-15,12.0,40.0,C,S,O,S,21,E,28,0,0.0
1989-12-15,62.0,600.0,E,K,I,N,12,E,47,C,2.2
1989-12-15,20.0,40.0,C,A,O,N,20,E,63,C,7.9
1989-12-16,4.0,30.0,C,S,O,S,7,W,38,0,0.0
1989-12-16,10.0,30.0,C,R,O,S,19,E,15,0,0.0
1989-12-16,2.0,10.0,C,R,O,N,29,E,31,0,0.0
1989-12-16,89.0,420.0,E,K,I,N,12,E,40,C,1.1
1989-12-16,36.0,110.0,D,A,O,N,21,E,58,C,2.8
1989-12-16,3.0,300.0,C,K,O,S,5,E,77,0,0.0
1989-12-16,18.0,50.0,D,A,O,S,12,W,22,0,0.0
1989-12-16,6.0,110.0,D,A,O,N,19,E,70,0,0.0
1989-12-16,3.0,30.0,C,A,O,N,32,W,25,0,0.0
1989-12-17,88.0,360.0,E,K,I,N,12,E,19,0,0.0
1989-12-17,44.0,50.0,D,A,O,N,21,E,45,0,0.0
1989-12-17,17.0,380.0,D,K,O,S,6,E,55,0,0.0
1989-12-17,80.0,60.0,D,A,I,S,10,W,32,C,2.8
1989-12-17,26.0,200.0,D,A,I,N,20,E,58,C,5.3
1989-12-17,63.0,110.0,D,A,I,N,32,W,41,0,0.0
1989-12-18,55.0,330.0,E,K,O,N,13,E,3,0,0.0
1989-12-18,33.0,60.0,D,S,O,N,19,E,29,M,3.2
1989-12-18,20.0,420.0,D,K,C,S,7,E,40,0,0.0
1989-12-18,43.0,290.0,D,A,I,S,11,W,50,C,4.5
1989-12-18,83.0,140.0,D,A,I,N,20,E,55,M,2.0
1989-12-18,30.0,120.0,D,A,O,N,33,W,50,C,1.5
1989-12-19,38.0,240.0,E,K,O,N,14,W,1,0,0.0
1989-12-19,42.0,100.0,D,A,O,N,21,E,13,C,7.7
1989-12-19,18.0,360.0,C,K,O,S,5,E,33,0,0.0
1989-12-19,42.0,290.0,E,A,I,S,11,W,61,C,3.2
1989-12-19,48.0,70.0,D,A,O,N,18,E,40,C,2.8
1989-12-19,24.0,200.0,E,A,O,N,33,W,55,C,3.3
1989-12-19,5.0,20.0,B,X,O,S,9,E,79,0,0.0
1989-12-20,10.0,230.0,C,K,O,N,13,W,18,0,0.0
1989-12-20,62.0,90.0,D,A,I,N,22,E,7,C,3.2
1989-12-20,23.0,300.0,C,K,O,S,7,E,22,0,0.0
1989-12-20,37.0,250.0,E,A,O,S,10,W,68,C,1.5
1989-12-20,28.0,40.0,D,A,O,N,18,E,26,M,2.3
1989-12-20,17.0,210.0,E,A,O,N,33,W,67,C,1.4
1989-12-20,1.0,120.0,H,S,O,N,25,E,59,0,0.0
1989-12-20,41.0,130.0,E,A,O,S,10,E,69,0,0.0
1989-12-21,13.0,220.0,C,K,O,N,14,W,27,0,0.0
1989-12-21,82.0,210.0,D,K,I,N,20,W,13,0,0.0
1989-12-21,26.0,330.0,C,K,I,S,6,E,6,0,0.0
1989-12-21,12.0,210.0,D,A,O,S,10,W,77,0,0.0
1989-12-21,14.0,30.0,C,A,O,N,18,E,3,0,0.0
1989-12-21,39.0,130.0,E,A,O,S,9,E,56,0,0.0
1989-12-21,3.0,10.0,B,X,O,S,30,E,2,0,0.0
1989-12-22,60.0,190.0,D,A,I,N,19,W,17,0,0.0
1989-12-22,30.0,370.0,D,K,I,S,7,W,3,0,0.0
1989-12-22,20.0,30.0,D,A,O,N,18,W,2,0,0.0
1989-12-22,88.0,100.0,E,A,O,S,11,E,44,0,0.0
1989-12-22,14.0,40.0,C,A,O,S,30,W,17,0,0.0
1989-12-22,4.0,10.0,B,X,O,S,45,E,7,0,0.0
1989-12-22,24.0,70.0,C,A,I,S,27,E,63,0,0.0
1989-12-22,5.0,80.0,D,A,O,S,10,E,72,0,0.0
1989-12-22,9.0,420.0,D,A,O,N,23,E,76,M,5.2
1989-12-22,4.0,20.0,B,X,O,S,12,W,7,0,0.0
1989-12-22,3.0,10.0,B,X,O,S,23,E,10,0,0.0
1989-12-22,6.0,90.0,E,A,O,S,11,E,80,0,0.0
1989-12-23,62.0,190.0,D,K,I,N,20,W,42,0,0.0
1989-12-23,12.0,230.0,C,K,O,S,6,W,24,0,0.0
1989-12-23,12.0,30.0,D,A,O,N,18,W,20,0,0.0
1989-12-23,83.0,90.0,C,A,I,S,10,E,30,0,0.0
1989-12-23,24.0,40.0,C,A,O,S,30,W,28,0,0.0
1989-12-23,2.0,10.0,B,X,O,S,46,E,1,0,0.0
1989-12-23,37.0,160.0,D,A,I,S,27,E,50,0,0.0
1989-12-23,20.0,120.0,D,A,O,S,11,E,71,C,5.3
1989-12-23,71.0,760.0,E,K,I,N,23,E,69,C,8.2
1989-12-23,11.0,10.0,B,X,O,S,12,W,21,0,0.0
1989-12-23,4.0,10.0,B,X,O,S,23,E,6,0,0.0
1989-12-23,9.0,160.0,D,A,O,S,10,E,76,0,0.0
1989-12-24,2.0,140.0,C,A,O,N,13,W,79,0,0.0
1989-12-24,23.0,190.0,C,K,O,N,20,W,50,0,0.0
1989-12-24,5.0,200.0,C,K,O,S,6,W,29,0,0.0
1989-12-24,12.0,10.0,B,X,O,N,19,W,29,0,0.0
1989-12-24,5.0,70.0,C,S,O,N,27,E,8,0,0.0
1989-12-24,80.0,40.0,D,A,I,S,8,E,11,0,0.0
1989-12-24,63.0,160.0,D,A,I,S,28,W,43,M,1.3
1989-12-24,75.0,240.0,D,A,I,S,26,E,36,0,0.0
1989-12-24,40.0,500.0,F,K,O,S,7,E,56,C,7.9
1989-12-24,106.0,1360.0,F,K,C,N,25,E,61,0,0.0
1989-12-24,5.0,10.0,B,X,O,S,13,W,25,0,0.0
1989-12-24,8.0,30.0,C,S,O,S,19,W,19,0,0.0
1989-12-24,19.0,150.0,E,A,O,S,13,E,64,0,0.0
1989-12-25,9.0,200.0,C,A,O,N,22,W,67,0,0.0
1989-12-25,3.0,10.0,B,X,O,N,21,W,42,0,0.0
1989-12-25,5.0,90.0,C,A,O,N,29,W,2,0,0.0
1989-12-25,10.0,10.0,B,X,O,S,8,E,7,0,0.0
1989-12-25,91.0,210.0,E,A,I,S,27,W,52,0,0.0
1989-12-25,91.0,520.0,E,K,C,S,26,E,22,M,3.1
1989-12-25,66.0,380.0,F,K,O,S,11,E,40,M,2.0
1989-12-25,144.0,990.0,F,K,I,N,23,E,45,C,8.7
1989-12-25,23.0,40.0,D,A,O,S,18,W,30,0,0.0
1989-12-25,11.0,130.0,E,A,O,S,13,E,45,0,0.0
1989-12-25,33.0,70.0,C,A,O,S,18,E,71,0,0.0
1989-12-26,2.0,60.0,C,S,O,N,22,W,71,0,0.0
1989-12-26,19.0,40.0,C,A,O,N,15,W,60,0,0.0
1989-12-26,6.0,10.0,B,X,O,S,9,W,7,0,0.0
1989-12-26,45.0,340.0,E,A,I,S,28,W,67,0,0.0
1989-12-26,87.0,860.0,E,K,C,S,26,E,10,M,6.9
1989-12-26,114.0,470.0,F,K,I,S,10,E,33,0,0.0
1989-12-26,92.0,660.0,F,K,I,N,23,E,30,M,2.0
1989-12-26,31.0,80.0,E,S,O,S,22,W,43,0,0.0
1989-12-26,5.0,60.0,C,S,O,S,11,E,32,0,0.0
1989-12-26,22.0,140.0,D,A,O,S,19,E,66,0,0.0
1989-12-26,3.0,10.0,B,X,O,N,12,E,53,0,0.0
1989-12-26,17.0,80.0,C,A,O,S,9,E,22,0,0.0
1989-12-27,3.0,120.0,C,S,O,S,6,W,67,0,0.0
1989-12-27,19.0,60.0,E,S,O,N,19,W,72,0,0.0
1989-12-27,21.0,280.0,D,A,O,S,30,W,80,0,0.0
1989-12-27,90.0,1160.0,E,K,C,S,27,W,4,M,3.1
1989-12-27,58.0,320.0,D,K,C,S,10,E,20,C,6.3
1989-12-27,169.0,720.0,F,K,I,N,24,E,22,M,1.1
1989-12-27,59.0,290.0,D,A,I,S,23,W,54,0,0.0
1989-12-27,9.0,50.0,C,A,O,S,14,E,20,0,0.0
1989-12-27,49.0,80.0,D,A,O,S,18,E,43,0,0.0
1989-12-27,45.0,80.0,C,A,O,S,11,E,8,0,0.0
1989-12-27,2.0,10.0,B,X,O,S,22,W,20,0,0.0
1989-12-27,9.0,210.0,D,K,O,N,15,E,79,0,0.0
1989-12-27,4.0,10.0,B,X,O,N,19,E,10,0,0.0
1989-12-28,4.0,60.0,C,A,O,N,18,W,72,0,0.0
1989-12-28,74.0,1320.0,E,K,C,S,24,W,8,M,9.7
1989-12-28,68.0,370.0,E,K,I,S,10,E,9,M,1.6
1989-12-28,133.0,730.0,F,K,C,N,23,E,15,0,0.0
1989-12-28,32.0,170.0,D,A,I,S,23,W,61,0,0.0
1989-12-28,6.0,60.0,C,A,O,S,13,E,7,0,0.0
1989-12-28,70.0,220.0,D,K,I,S,19,E,30,M,4.1
1989-12-28,2.0,10.0,B,X,O,N,27,E,50,0,0.0
1989-12-28,21.0,90.0,H,A,O,S,8,E,6,0,0.0
1989-12-28,62.0,490.0,E,K,O,N,16,E,69,0,0.0
1989-12-28,2.0,10.0,B,X,O,N,21,W,8,0,0.0
1989-12-29,103.0,1800.0,F,K,C,S,26,W,29,M,2.8
1989-12-29,45.0,260.0,D,K,O,S,10,E,5,0,0.0
1989-12-29,77.0,830.0,E,K,C,N,24,W,8,0,0.0
1989-12-29,13.0,410.0,D,A,O,S,23,W,73,0,0.0
1989-12-29,7.0,30.0,C,A,O,S,13,E,0,0,0.0
1989-12-29,89.0,390.0,D,K,C,S,18,E,16,M,9.7
1989-12-29,46.0,90.0,D,A,O,S,11,W,19,0,0.0
1989-12-29,45.0,490.0,E,K,O,N,15,E,65,0,0.0
1989-12-29,3.0,20.0,B,X,O,N,12,E,71,0,0.0
1989-12-30,64.0,1460.0,E,K,C,S,26,W,40,0,0.0
1989-12-30,117.0,260.0,D,K,I,S,9,W,18,0,0.0
1989-12-30,95.0,760.0,E,K,C,N,24,W,23,0,0.0
1989-12-30,91.0,310.0,E,K,C,S,19,E,11,X,1.0
1989-12-30,2.0,0.0,B,X,O,N,23,E,9,0,0.0
1989-12-30,36.0,70.0,D,A,O,S,10,W,28,0,0.0
1989-12-30,119.0,660.0,F,K,I,N,18,E,42,0,0.0
1989-12-30,44.0,130.0,D,A,O,N,13,E,58,0,0.0
1989-12-31,2.0,30.0,B,X,O,N,27,W,72,0,0.0
1989-12-31,88.0,1330.0,E,K,C,S,27,W,49,X,2.8
1989-12-31,84.0,330.0,D,K,I,S,8,W,27,0,0.0
1989-12-31,60.0,770.0,D,K,I,N,23,W,36,0,0.0
1989-12-31,123.0,200.0,E,K,I,S,19,W,10,C,4.1
1989-12-31,29.0,30.0,D,A,O,S,10,W,42,0,0.0
1989-12-31,180.0,660.0,F,K,I,N,16,E,30,0,0.0
1989-12-31,62.0,90.0,D,A,O,N,16,E,53,0,0.0
1989-12-31,4.0,130.0,C,A,O,S,38,E,69,0,0.0
1990-01-01,80.0,1050.0,F,K,C,S,26,W,65,0,0.0
1990-01-01,29.0,190.0,D,A,I,S,9,W,34,0,0.0
1990-01-01,53.0,510.0,D,K,I,N,23,W,41,M,2.1
1990-01-01,63.0,150.0,E,A,I,S,18,W,23,0,0.0
1990-01-01,90.0,570.0,E,K,I,N,18,E,20,0,0.0
1990-01-01,37.0,110.0,D,A,O,N,15,E,36,C,4.5
1990-01-01,8.0,140.0,E,A,O,S,37,E,59,0,0.0
1990-01-01,9.0,20.0,C,R,O,S,23,W,39,0,0.0
1990-01-02,56.0,840.0,E,K,C,S,27,W,71,0,0.0
1990-01-02,15.0,150.0,D,A,I,S,8,W,46,0,0.0
1990-01-02,24.0,520.0,D,K,I,N,23,W,56,C,6.9
1990-01-02,34.0,120.0,D,A,O,S,19,W,28,C,4.4
1990-01-02,101.0,550.0,E,K,I,N,18,E,11,0,0.0
1990-01-02,29.0,80.0,C,A,O,N,16,E,28,0,0.0
1990-01-02,20.0,140.0,E,A,O,S,37,E,50,0,0.0
1990-01-02,4.0,10.0,B,X,O,S,26,W,43,0,0.0
1990-01-02,18.0,40.0,D,S,O,S,29,W,20,0,0.0
1990-01-02,3.0,10.0,B,X,O,S,15,E,78,0,0.0
1990-01-03,7.0,540.0,E,K,I,S,26,W,80,0,0.0
1990-01-03,7.0,170.0,C,A,O,S,9,W,67,0,0.0
1990-01-03,26.0,450.0,D,K,I,N,25,W,69,M,1.3
1990-01-03,31.0,100.0,D,A,I,S,19,W,53,0,0.0
1990-01-03,47.0,400.0,E,K,I,N,15,W,9,0,0.0
1990-01-03,21.0,150.0,D,A,O,N,16,E,9,C,2.8
1990-01-03,19.0,150.0,F,A,O,S,37,E,33,0,0.0
1990-01-03,2.0,10.0,B,X,O,S,23,W,58,C,3.0
1990-01-03,27.0,100.0,D,A,O,S,28,W,28,0,0.0
1990-01-03,3.0,10.0,B,X,O,S,15,E,67,0,0.0
1990-01-03,5.0,10.0,B,X,O,S,24,E,64,0,0.0
1990-01-03,6.0,10.0,C,S,O,S,26,W,8,0,0.0
1990-01-03,3.0,10.0,B,X,O,N,23,E,40,0,0.0
1990-01-04,5.0,500.0,D,K,O,N,23,W,80,0,0.0
1990-01-04,31.0,90.0,D,A,O,S,19,W,55,0,0.0
1990-01-04,90.0,480.0,E,K,I,N,18,W,25,0,0.0
1990-01-04,153.0,280.0,E,K,I,N,16,W,4,C,4.9
1990-01-04,19.0,120.0,E,H,O,S,37,E,22,0,0.0
1990-01-04,11.0,150.0,D,A,O,S,22,W,78,0,0.0
1990-01-04,33.0,80.0,D,A,O,S,28,W,33,0,0.0
1990-01-04,5.0,10.0,B,X,O,S,15,E,57,0,0.0
1990-01-04,7.0,20.0,C,S,O,S,24,E,59,0,0.0
1990-01-04,21.0,40.0,D,A,O,S,25,W,23,0,0.0
1990-01-04,26.0,90.0,D,A,O,N,24,E,28,0,0.0
1990-01-05,32.0,470.0,E,K,O,N,16,W,34,0,0.0
1990-01-05,128.0,330.0,D,K,C,N,13,W,18,0,0.0
1990-01-05,22.0,100.0,E,A,O,S,36,E,10,0,0.0
1990-01-05,11.0,130.0,C,A,O,S,27,W,53,0,0.0
1990-01-05,4.0,10.0,B,X,O,S,23,E,38,0,0.0
1990-01-05,32.0,80.0,D,A,O,S,28,W,36,0,0.0
1990-01-05,53.0,140.0,D,A,I,N,23,E,17,0,0.0
1990-01-05,46.0,290.0,E,A,I,S,14,E,67,C,6.0
1990-01-06,2.0,10.0,B,X,O,S,11,W,79,0,0.0
1990-01-06,10.0,420.0,E,K,O,N,16,W,46,0,0.0
1990-01-06,75.0,450.0,D,K,I,N,16,W,29,0,0.0
1990-01-06,22.0,130.0,E,A,O,S,36,W,2,0,0.0
1990-01-06,2.0,20.0,B,X,O,S,28,W,61,0,0.0
1990-01-06,3.0,10.0,B,X,O,S,23,E,35,0,0.0
1990-01-06,9.0,30.0,C,A,O,S,26,W,41,0,0.0
1990-01-06,29.0,70.0,C,A,O,N,24,E,5,0,0.0
1990-01-06,67.0,180.0,D,K,I,S,14,E,57,C,3.7
1990-01-06,4.0,10.0,B,X,O,N,29,E,28,0,0.0
1990-01-07,8.0,560.0,D,K,O,N,17,W,65,0,0.0
1990-01-07,94.0,350.0,E,K,I,N,15,W,42,0,0.0
1990-01-07,30.0,100.0,E,A,O,S,37,W,17,C,1.7
1990-01-07,16.0,20.0,C,R,O,S,23,E,11,0,0.0
1990-01-07,12.0,40.0,C,R,O,N,23,W,16,0,0.0
1990-01-07,98.0,250.0,E,A,I,S,15,E,35,0,0.0
