Date,Total Sunspot,Max Size,Zurich Class,Penumbra Class,Compactness Class,NS,Lat,EW,Lan,X-ray class,X-ray intensity
2001-12-08,7.0,90.0,D,A,O,N,11,W,41,0,0.0
2001-12-08,4.0,20.0,D,S,O,S,4,W,47,0,0.0
2001-12-08,11.0,70.0,H,S,O,N,11,W,11,0,0.0
2001-12-08,20.0,80.0,D,A,O,S,16,W,5,0,0.0
2001-12-08,46.0,370.0,D,K,I,S,21,E,16,C,5.3
2001-12-08,13.0,90.0,E,A,O,N,36,W,55,0,0.0
2001-12-08,12.0,20.0,H,S,O,N,25,E,17,0,0.0
2001-12-08,17.0,100.0,E,A,O,N,2,E,58,0,0.0
2001-12-08,20.0,230.0,H,A,O,N,13,E,75,C,5.3
2001-12-09,1.0,80.0,H,S,X,N,5,W,75,0,0.0
2001-12-09,40.0,460.0,D,K,I,S,6,W,60,C,2.3
2001-12-09,21.0,70.0,H,A,O,S,27,W,52,0,0.0
2001-12-09,6.0,140.0,D,A,O,N,12,W,48,0,0.0
2001-12-09,9.0,40.0,D,S,O,S,5,W,61,0,0.0
2001-12-09,7.0,50.0,H,A,O,N,9,W,22,0,0.0
2001-12-09,27.0,60.0,D,A,O,S,16,W,9,0,0.0
2001-12-09,53.0,380.0,D,K,C,S,20,W,4,C,6.8
2001-12-09,14.0,70.0,H,A,O,N,35,W,58,0,0.0
2001-12-09,16.0,30.0,D,A,O,N,25,E,8,0,0.0
2001-12-09,13.0,90.0,D,A,O,N,4,E,50,C,2.6
2001-12-09,68.0,310.0,F,K,I,N,14,E,62,C,6.3
2001-12-09,3.0,70.0,H,A,O,S,12,E,85,C,2.6
2001-12-10,3.0,200.0,D,A,O,S,6,W,76,0,0.0
2001-12-10,1.0,10.0,H,S,X,S,28,W,60,0,0.0
2001-12-10,4.0,120.0,D,A,O,N,13,W,79,0,0.0
2001-12-10,1.0,10.0,H,S,X,S,5,W,68,0,0.0
2001-12-10,2.0,40.0,H,A,X,N,10,W,34,0,0.0
2001-12-10,13.0,50.0,D,S,O,S,16,W,25,0,0.0
2001-12-10,105.0,600.0,E,K,C,S,21,W,17,C,8.6
2001-12-10,1.0,20.0,H,S,X,N,35,W,77,0,0.0
2001-12-10,7.0,80.0,H,A,O,N,3,E,20,0,0.0
2001-12-10,95.0,500.0,F,K,I,N,13,E,45,C,7.0
2001-12-10,3.0,40.0,H,S,O,S,12,E,79,0,0.0
2001-12-10,11.0,20.0,D,S,O,N,10,W,27,0,0.0
2001-12-10,7.0,10.0,B,X,O,S,8,W,27,0,0.0
2001-12-10,5.0,20.0,B,X,O,S,28,E,52,0,0.0
2001-12-11,2.0,60.0,D,S,O,N,11,W,82,0,0.0
2001-12-11,1.0,20.0,H,S,X,N,8,W,50,0,0.0
2001-12-11,53.0,570.0,F,K,C,S,22,W,30,M,1.3
2001-12-11,4.0,60.0,H,S,O,N,4,E,15,0,0.0
2001-12-11,75.0,500.0,E,K,C,N,15,E,44,X,2.8
2001-12-11,2.0,30.0,H,A,X,S,12,E,58,0,0.0
2001-12-11,16.0,30.0,D,A,O,S,9,W,39,0,0.0
2001-12-11,12.0,60.0,D,A,O,S,28,E,38,0,0.0
2001-12-12,2.0,40.0,H,S,X,N,10,W,71,0,0.0
2001-12-12,70.0,740.0,E,K,C,S,19,W,48,M,5.6
2001-12-12,17.0,120.0,C,A,I,N,5,E,1,0,0.0
2001-12-12,130.0,650.0,E,K,C,N,14,E,21,M,3.0
2001-12-12,3.0,30.0,H,A,O,S,13,E,50,0,0.0
2001-12-12,2.0,20.0,B,X,O,N,5,W,49,0,0.0
2001-12-12,20.0,70.0,D,A,I,S,8,W,51,C,5.6
2001-12-12,24.0,100.0,D,A,O,S,27,E,29,0,0.0
2001-12-12,6.0,100.0,D,A,O,S,21,E,70,0,0.0
2001-12-13,1.0,10.0,A,X,X,N,9,W,75,0,0.0
2001-12-13,46.0,700.0,E,K,C,S,20,W,62,M,1.8
2001-12-13,18.0,90.0,D,A,O,N,4,W,5,0,0.0
2001-12-13,136.0,560.0,F,K,C,N,14,E,17,X,6.2
2001-12-13,1.0,20.0,H,S,X,S,13,E,38,0,0.0
2001-12-13,13.0,90.0,D,A,O,S,10,W,56,0,0.0
2001-12-13,13.0,50.0,D,A,O,S,28,E,27,0,0.0
2001-12-13,5.0,90.0,D,A,O,S,20,E,57,0,0.0
2001-12-13,5.0,20.0,C,S,O,S,13,E,2,0,0.0
2001-12-13,4.0,30.0,C,S,O,S,5,E,61,0,0.0
2001-12-13,4.0,10.0,B,X,O,N,7,E,77,0,0.0
2001-12-14,36.0,680.0,E,K,I,S,21,W,66,C,5.9
2001-12-14,4.0,60.0,H,S,O,N,3,W,22,0,0.0
2001-12-14,169.0,500.0,E,K,C,N,14,E,3,M,4.4
2001-12-14,2.0,10.0,H,S,X,S,14,E,21,0,0.0
2001-12-14,9.0,90.0,D,A,O,S,9,W,70,M,3.5
2001-12-14,18.0,40.0,D,A,O,S,28,E,6,0,0.0
2001-12-14,17.0,60.0,E,A,I,S,22,E,44,0,0.0
2001-12-14,27.0,90.0,D,A,I,S,14,W,10,0,0.0
2001-12-14,1.0,10.0,H,S,X,S,6,E,55,0,0.0
2001-12-14,5.0,20.0,H,S,O,N,7,E,61,0,0.0
2001-12-15,7.0,390.0,E,K,I,S,22,W,75,C,8.3
2001-12-15,1.0,50.0,H,S,X,N,3,W,36,0,0.0
2001-12-15,156.0,520.0,F,K,C,N,14,W,10,C,6.5
2001-12-15,11.0,30.0,D,A,O,S,15,E,4,0,0.0
2001-12-15,7.0,70.0,D,A,O,S,28,E,0,0,0.0
2001-12-15,40.0,80.0,F,A,I,S,18,E,33,0,0.0
2001-12-15,33.0,130.0,D,A,I,S,13,W,23,0,0.0
2001-12-15,9.0,50.0,H,R,O,N,5,E,51,0,0.0
2001-12-15,10.0,160.0,E,A,O,N,8,E,76,0,0.0
2001-12-16,1.0,30.0,H,S,X,N,2,W,50,0,0.0
2001-12-16,67.0,440.0,E,A,I,N,15,W,34,M,1.5
2001-12-16,2.0,10.0,A,X,X,S,15,W,7,0,0.0
2001-12-16,10.0,50.0,D,A,O,S,27,W,23,0,0.0
2001-12-16,30.0,60.0,E,S,O,S,18,E,17,0,0.0
2001-12-16,29.0,420.0,D,A,O,S,14,W,38,0,0.0
2001-12-16,13.0,40.0,D,A,O,N,6,E,36,0,0.0
2001-12-16,27.0,540.0,D,K,I,N,7,E,66,0,0.0
2001-12-16,3.0,240.0,H,A,X,S,12,E,74,0,0.0
2001-12-16,7.0,30.0,H,A,O,S,6,E,27,0,0.0
2001-12-17,1.0,60.0,H,S,X,N,2,W,62,0,0.0
2001-12-17,44.0,360.0,E,A,I,N,14,W,36,C,2.0
2001-12-17,2.0,20.0,B,X,O,S,15,W,19,0,0.0
2001-12-17,6.0,40.0,D,A,O,S,28,W,24,0,0.0
2001-12-17,35.0,140.0,F,A,O,S,18,E,4,0,0.0
2001-12-17,33.0,520.0,D,K,I,S,12,W,53,0,0.0
2001-12-17,9.0,70.0,D,A,O,N,5,E,21,0,0.0
2001-12-17,19.0,340.0,D,K,I,N,8,E,55,0,0.0
2001-12-17,8.0,180.0,H,A,O,S,11,E,72,0,0.0
2001-12-17,3.0,30.0,C,A,O,S,6,E,25,0,0.0
2001-12-18,1.0,30.0,H,S,X,N,2,W,76,0,0.0
2001-12-18,27.0,330.0,E,A,I,N,14,W,50,C,4.8
2001-12-18,3.0,10.0,A,X,X,S,16,W,24,0,0.0
2001-12-18,2.0,20.0,H,S,X,S,27,W,41,0,0.0
2001-12-18,40.0,100.0,E,A,O,S,18,E,0,0,0.0
2001-12-18,37.0,520.0,E,K,I,S,12,W,66,0,0.0
2001-12-18,20.0,50.0,D,A,O,N,5,E,6,0,0.0
2001-12-18,40.0,400.0,E,K,C,N,9,E,49,C,3.7
2001-12-18,15.0,160.0,H,A,I,S,11,E,57,0,0.0
2001-12-18,9.0,20.0,H,S,O,S,7,E,0,0,0.0
2001-12-18,12.0,60.0,C,S,O,N,17,E,61,0,0.0
2001-12-19,59.0,430.0,E,A,I,N,14,W,73,C,3.9
2001-12-19,30.0,60.0,E,A,O,S,20,W,13,C,2.2
2001-12-19,22.0,350.0,E,A,I,S,14,W,70,M,1.3
2001-12-19,12.0,30.0,D,A,O,N,7,W,3,0,0.0
2001-12-19,71.0,380.0,E,K,C,N,13,E,33,C,4.6
2001-12-19,8.0,130.0,H,A,O,S,10,E,39,0,0.0
2001-12-19,5.0,30.0,H,S,X,S,11,W,12,0,0.0
2001-12-19,6.0,20.0,B,X,O,N,16,E,50,0,0.0
2001-12-19,5.0,30.0,H,S,O,S,16,E,15,0,0.0
2001-12-19,5.0,40.0,H,S,O,N,11,E,77,0,0.0
2001-12-19,1.0,60.0,H,A,X,S,8,E,81,0,0.0
2001-12-20,18.0,200.0,H,A,I,N,13,W,75,0,0.0
2001-12-20,14.0,30.0,D,A,O,S,18,W,27,0,0.0
2001-12-20,2.0,50.0,D,A,O,S,14,W,79,0,0.0
2001-12-20,11.0,20.0,C,A,O,N,5,W,21,C,3.1
2001-12-20,175.0,690.0,F,K,C,N,11,E,14,C,5.0
2001-12-20,13.0,130.0,C,A,O,S,10,E,30,0,0.0
2001-12-20,19.0,40.0,C,S,O,N,18,E,36,0,0.0
2001-12-20,24.0,120.0,D,A,O,N,13,E,69,0,0.0
2001-12-20,6.0,30.0,C,S,O,S,12,E,39,0,0.0
2001-12-20,9.0,110.0,D,A,O,S,11,E,75,0,0.0
2001-12-20,1.0,120.0,H,A,X,N,1,E,85,0,0.0
2001-12-21,1.0,10.0,H,S,X,S,29,W,83,0,0.0
2001-12-21,12.0,50.0,D,S,O,S,14,W,51,0,0.0
2001-12-21,3.0,10.0,B,X,O,N,5,W,38,0,0.0
2001-12-21,164.0,820.0,F,K,C,N,9,E,4,C,4.0
2001-12-21,17.0,150.0,H,A,O,S,10,E,11,0,0.0
2001-12-21,14.0,20.0,C,S,O,N,16,E,26,0,0.0
2001-12-21,7.0,30.0,D,A,O,S,18,W,7,0,0.0
2001-12-21,42.0,70.0,D,A,O,N,11,E,49,0,0.0
2001-12-21,19.0,60.0,D,A,O,S,13,E,24,0,0.0
2001-12-21,15.0,60.0,D,A,O,S,9,E,60,C,3.5
2001-12-21,6.0,40.0,D,S,O,S,16,W,56,0,0.0
2001-12-21,9.0,310.0,H,K,O,N,3,E,70,0,0.0
2001-12-22,5.0,30.0,C,S,O,S,30,W,76,0,0.0
2001-12-22,2.0,30.0,B,X,O,S,14,W,66,0,0.0
2001-12-22,4.0,30.0,D,S,O,N,4,W,44,0,0.0
2001-12-22,180.0,860.0,F,K,C,N,9,W,8,0,0.0
2001-12-22,8.0,150.0,C,S,O,S,8,E,4,0,0.0
2001-12-22,19.0,40.0,D,A,O,N,17,E,18,0,0.0
2001-12-22,2.0,10.0,B,X,O,S,17,W,19,0,0.0
2001-12-22,28.0,80.0,D,A,O,N,12,E,43,0,0.0
2001-12-22,37.0,70.0,E,A,O,S,11,E,19,0,0.0
2001-12-22,8.0,50.0,D,S,O,S,7,E,55,0,0.0
2001-12-22,7.0,40.0,D,S,O,S,16,W,64,0,0.0
2001-12-22,21.0,500.0,H,K,O,N,6,E,60,0,0.0
2001-12-22,6.0,20.0,C,S,O,S,15,W,5,0,0.0
2001-12-22,3.0,30.0,H,A,X,S,19,E,79,0,0.0
2001-12-23,113.0,1110.0,F,K,C,N,10,W,25,0,0.0
2001-12-23,9.0,160.0,H,A,O,S,11,W,8,0,0.0
2001-12-23,23.0,80.0,E,A,O,N,17,W,2,0,0.0
2001-12-23,12.0,60.0,D,A,O,N,12,E,30,0,0.0
2001-12-23,42.0,220.0,D,A,I,S,11,W,4,M,1.2
2001-12-23,2.0,10.0,A,X,X,N,3,E,35,0,0.0
2001-12-23,2.0,50.0,D,R,O,S,16,W,74,0,0.0
2001-12-23,39.0,360.0,E,K,I,N,2,E,48,0,0.0
2001-12-23,7.0,30.0,D,S,O,S,14,W,26,0,0.0
2001-12-23,6.0,70.0,C,A,O,S,21,E,58,0,0.0
2001-12-23,12.0,160.0,H,A,I,S,10,E,69,0,0.0
2001-12-24,40.0,960.0,F,K,C,N,11,W,32,C,3.3
2001-12-24,2.0,90.0,C,A,O,S,10,W,22,0,0.0
2001-12-24,9.0,30.0,D,A,O,N,17,W,10,0,0.0
2001-12-24,5.0,20.0,D,S,O,N,12,E,14,0,0.0
2001-12-24,13.0,180.0,E,A,O,S,10,W,9,C,4.4
2001-12-24,13.0,380.0,E,K,O,N,5,E,42,0,0.0
2001-12-24,8.0,80.0,C,A,O,S,18,E,49,0,0.0
2001-12-24,6.0,80.0,E,A,O,S,8,E,60,M,1.4
2001-12-25,59.0,1050.0,F,K,C,N,11,W,43,C,5.4
2001-12-25,12.0,110.0,H,A,O,S,10,W,34,0,0.0
2001-12-25,11.0,30.0,H,S,O,N,18,W,22,0,0.0
2001-12-25,12.0,40.0,D,A,O,N,12,W,6,0,0.0
2001-12-25,94.0,490.0,E,A,I,S,9,W,31,C,9.8
2001-12-25,53.0,450.0,E,K,I,N,4,E,25,0,0.0
2001-12-25,2.0,0.0,B,X,O,S,12,W,56,0,0.0
2001-12-25,29.0,60.0,E,A,O,S,20,E,31,0,0.0
2001-12-25,59.0,320.0,E,K,I,S,11,E,44,M,1.2
2001-12-25,11.0,230.0,H,K,O,S,5,E,71,0,0.0
2001-12-26,61.0,1030.0,F,K,C,N,12,W,56,M,7.1
2001-12-26,3.0,70.0,H,S,O,S,8,W,56,0,0.0
2001-12-26,6.0,20.0,D,S,O,N,18,W,38,0,0.0
2001-12-26,7.0,20.0,H,S,O,N,13,W,12,0,0.0
2001-12-26,52.0,320.0,E,K,I,S,11,W,44,M,1.2
2001-12-26,73.0,570.0,E,K,C,N,4,E,8,C,8.2
2001-12-26,19.0,30.0,D,S,O,S,19,E,14,0,0.0
2001-12-26,28.0,210.0,E,A,I,S,10,E,28,0,0.0
2001-12-26,17.0,230.0,D,H,O,S,6,E,54,0,0.0
2001-12-26,4.0,60.0,H,A,O,S,28,E,76,0,0.0
2001-12-26,7.0,20.0,C,S,O,S,9,E,6,0,0.0
2001-12-26,5.0,20.0,C,R,O,N,18,E,33,0,0.0
2001-12-26,6.0,20.0,C,S,O,N,7,E,39,0,0.0
2001-12-26,3.0,60.0,H,S,O,N,10,E,79,0,0.0
2001-12-27,27.0,680.0,F,K,I,N,13,W,75,M,1.0
2001-12-27,1.0,50.0,H,S,X,S,9,W,68,C,4.7
2001-12-27,3.0,10.0,B,X,O,N,17,W,49,0,0.0
2001-12-27,48.0,450.0,F,K,I,S,11,W,59,M,2.3
2001-12-27,113.0,480.0,E,K,C,N,3,W,5,0,0.0
2001-12-27,26.0,50.0,D,S,O,S,18,E,6,0,0.0
2001-12-27,33.0,90.0,E,A,I,S,9,E,16,C,9.0
2001-12-27,16.0,160.0,D,A,O,S,5,E,42,0,0.0
2001-12-27,6.0,100.0,H,S,O,S,31,E,66,0,0.0
2001-12-27,16.0,40.0,D,S,O,S,8,W,4,0,0.0
2001-12-27,11.0,20.0,C,S,O,N,7,E,33,0,0.0
2001-12-27,1.0,30.0,H,S,X,N,10,E,72,0,0.0
2001-12-27,2.0,20.0,H,A,X,N,3,E,14,0,0.0
2001-12-27,1.0,60.0,H,S,X,N,7,E,85,0,0.0
2001-12-27,2.0,10.0,B,X,O,N,12,E,35,0,0.0
2001-12-28,8.0,350.0,H,K,I,N,11,W,90,M,4.7
2001-12-28,4.0,180.0,H,S,O,S,9,W,82,0,0.0
2001-12-28,35.0,300.0,F,A,O,S,12,W,67,M,1.3
2001-12-28,107.0,440.0,F,A,C,N,5,W,19,C,8.2
2001-12-28,38.0,80.0,F,A,I,S,21,W,13,0,0.0
2001-12-28,70.0,230.0,F,A,C,S,9,E,3,M,1.0
2001-12-28,15.0,170.0,C,A,O,S,4,E,29,0,0.0
2001-12-28,9.0,180.0,H,A,O,S,28,E,52,0,0.0
2001-12-28,7.0,10.0,C,R,O,S,9,W,21,0,0.0
2001-12-28,3.0,20.0,B,X,O,N,17,E,15,0,0.0
2001-12-28,2.0,10.0,C,R,O,N,6,E,19,0,0.0
2001-12-28,2.0,80.0,H,A,X,N,10,E,50,0,0.0
2001-12-28,2.0,10.0,H,S,X,N,3,W,6,0,0.0
2001-12-28,10.0,90.0,H,A,O,N,7,E,74,0,0.0
2001-12-28,7.0,10.0,H,S,O,N,12,E,21,0,0.0
2001-12-28,6.0,70.0,D,S,O,N,5,E,81,0,0.0
2001-12-29,4.0,180.0,D,A,O,S,10,W,79,M,9.3
2001-12-29,95.0,330.0,F,A,C,N,4,W,26,M,1.1
2001-12-29,32.0,70.0,E,A,O,S,18,W,30,0,0.0
2001-12-29,69.0,260.0,F,K,C,S,8,W,4,0,0.0
2001-12-29,36.0,200.0,D,A,O,S,5,E,18,0,0.0
2001-12-29,11.0,120.0,H,A,O,S,28,E,46,0,0.0
2001-12-29,7.0,10.0,B,X,O,S,9,W,35,0,0.0
2001-12-29,4.0,10.0,B,X,O,N,18,E,2,0,0.0
2001-12-29,2.0,10.0,A,X,X,N,4,W,2,0,0.0
2001-12-29,2.0,90.0,H,A,X,N,10,E,46,0,0.0
2001-12-29,23.0,100.0,D,A,O,N,7,E,62,0,0.0
2001-12-29,10.0,10.0,H,S,O,N,13,E,8,0,0.0
2001-12-29,11.0,220.0,D,A,O,N,5,E,68,0,0.0
2001-12-29,1.0,20.0,H,S,X,N,3,E,81,0,0.0
2001-12-30,1.0,10.0,H,R,X,S,15,W,65,0,0.0
2001-12-30,26.0,280.0,E,A,I,N,4,W,39,C,6.1
2001-12-30,26.0,90.0,D,A,O,S,19,W,34,0,0.0
2001-12-30,53.0,210.0,F,A,I,S,8,W,16,0,0.0
2001-12-30,30.0,180.0,D,S,I,S,4,E,10,0,0.0
2001-12-30,7.0,80.0,C,A,O,S,28,E,34,0,0.0
2001-12-30,1.0,0.0,A,X,X,S,10,W,38,0,0.0
2001-12-30,2.0,90.0,H,S,X,N,10,E,25,0,0.0
2001-12-30,12.0,80.0,D,A,I,N,7,E,48,0,0.0
2001-12-30,21.0,70.0,D,A,O,N,14,W,6,0,0.0
2001-12-30,10.0,140.0,D,A,I,N,5,E,58,0,0.0
2001-12-30,7.0,50.0,H,S,O,N,5,E,66,0,0.0
2001-12-30,9.0,570.0,E,K,C,S,24,E,80,C,5.0
2001-12-31,19.0,170.0,E,A,I,N,4,W,58,0,0.0
2001-12-31,18.0,80.0,D,A,O,S,18,W,49,0,0.0
2001-12-31,38.0,80.0,E,A,I,S,8,W,31,C,6.7
2001-12-31,12.0,120.0,D,S,O,S,4,W,11,0,0.0
2001-12-31,4.0,20.0,C,A,O,S,29,E,14,0,0.0
2001-12-31,2.0,30.0,H,S,X,N,11,E,20,0,0.0
2001-12-31,3.0,50.0,H,S,O,N,6,E,32,0,0.0
2001-12-31,19.0,70.0,D,A,O,N,15,W,18,0,0.0
2001-12-31,12.0,150.0,D,A,O,N,6,E,49,0,0.0
2001-12-31,4.0,20.0,C,S,O,N,5,E,60,0,0.0
2001-12-31,21.0,540.0,E,K,I,S,23,E,67,0,0.0
2002-01-01,34.0,200.0,E,A,I,N,3,W,65,0,0.0
2002-01-01,17.0,90.0,D,S,O,S,17,W,64,0,0.0
2002-01-01,68.0,180.0,E,A,I,S,6,W,54,0,0.0
2002-01-01,34.0,170.0,D,H,O,S,4,W,25,0,0.0
2002-01-01,5.0,20.0,H,A,O,S,28,E,9,0,0.0
2002-01-01,3.0,50.0,H,A,O,N,11,W,4,0,0.0
2002-01-01,2.0,40.0,H,A,X,N,6,E,7,0,0.0
2002-01-01,42.0,230.0,D,H,O,N,14,W,37,0,0.0
2002-01-01,12.0,80.0,D,S,O,N,6,E,29,0,0.0
2002-01-01,6.0,30.0,H,S,O,N,3,E,44,0,0.0
2002-01-01,94.0,540.0,F,K,I,S,24,E,50,0,0.0
2002-01-01,20.0,50.0,C,A,I,S,7,W,15,0,0.0
2002-01-01,2.0,0.0,B,X,O,S,18,W,16,0,0.0
2002-01-01,2.0,10.0,B,X,O,S,21,E,32,0,0.0
2002-01-02,4.0,90.0,D,A,O,N,3,W,75,C,5.2
2002-01-02,51.0,200.0,E,A,I,S,7,W,65,M,2.4
2002-01-02,17.0,140.0,D,A,O,S,5,W,32,0,0.0
2002-01-02,5.0,50.0,D,S,O,N,12,W,12,0,0.0
2002-01-02,1.0,50.0,H,S,X,N,6,E,5,0,0.0
2002-01-02,27.0,200.0,D,A,O,N,14,W,39,C,3.1
2002-01-02,16.0,100.0,D,A,O,N,5,E,22,0,0.0
2002-01-02,4.0,10.0,B,X,O,N,8,E,25,0,0.0
2002-01-02,105.0,410.0,F,K,C,S,22,E,39,0,0.0
2002-01-02,14.0,30.0,D,A,O,S,6,W,17,0,0.0
2002-01-02,8.0,30.0,D,S,O,S,20,W,30,0,0.0
2002-01-02,16.0,40.0,D,S,O,N,7,W,22,0,0.0
2002-01-02,11.0,20.0,C,S,O,S,19,E,25,0,0.0
2002-01-03,26.0,210.0,E,A,O,S,5,W,74,C,4.0
2002-01-03,10.0,80.0,H,A,I,S,4,W,44,0,0.0
2002-01-03,7.0,30.0,H,A,O,N,11,W,20,0,0.0
2002-01-03,2.0,60.0,H,S,X,N,7,W,6,0,0.0
2002-01-03,23.0,240.0,E,H,O,N,13,W,58,C,2.1
2002-01-03,13.0,90.0,H,A,O,N,6,E,9,0,0.0
2002-01-03,3.0,10.0,B,X,O,N,5,E,11,0,0.0
2002-01-03,136.0,400.0,F,K,I,S,23,E,35,C,6.3
2002-01-03,13.0,50.0,H,S,O,S,8,W,38,0,0.0
2002-01-03,11.0,110.0,D,A,O,S,19,W,42,0,0.0
2002-01-03,37.0,70.0,D,A,O,N,9,W,39,C,2.7
2002-01-03,28.0,50.0,D,S,O,S,21,E,7,0,0.0
2002-01-03,1.0,120.0,H,A,X,S,18,E,85,0,0.0
2002-01-04,5.0,20.0,C,S,O,S,7,W,80,0,0.0
2002-01-04,9.0,110.0,H,A,O,S,2,W,69,0,0.0
2002-01-04,2.0,20.0,H,S,X,N,11,W,33,0,0.0
2002-01-04,7.0,20.0,H,S,O,N,6,W,22,0,0.0
2002-01-04,13.0,220.0,H,A,O,N,14,W,64,0,0.0
2002-01-04,19.0,100.0,H,A,O,N,6,W,2,0,0.0
2002-01-04,152.0,380.0,F,K,I,S,23,E,11,C,7.2
2002-01-04,34.0,90.0,D,A,O,S,6,W,55,0,0.0
2002-01-04,5.0,40.0,D,S,O,S,20,W,56,0,0.0
2002-01-04,8.0,50.0,C,S,O,N,7,W,43,0,0.0
2002-01-04,39.0,90.0,E,A,O,S,20,E,3,0,0.0
2002-01-04,2.0,50.0,H,A,X,S,16,E,70,0,0.0
2002-01-04,17.0,120.0,D,A,O,N,14,E,69,C,8.7
2002-01-05,1.0,60.0,H,S,X,S,5,W,78,0,0.0
2002-01-05,3.0,30.0,H,S,O,N,8,W,51,0,0.0
2002-01-05,1.0,10.0,H,S,X,N,4,W,38,0,0.0
2002-01-05,3.0,90.0,D,A,O,N,13,W,93,0,0.0
2002-01-05,9.0,80.0,D,S,O,N,5,W,19,0,0.0
2002-01-05,73.0,380.0,F,K,I,S,22,E,3,C,3.1
2002-01-05,26.0,130.0,D,S,I,S,1,W,67,C,4.1
2002-01-05,4.0,50.0,D,S,O,S,19,W,62,0,0.0
2002-01-05,10.0,90.0,C,S,O,N,7,W,56,0,0.0
2002-01-05,8.0,30.0,D,S,O,S,24,W,18,0,0.0
2002-01-05,2.0,80.0,H,A,X,S,15,E,58,0,0.0
2002-01-05,22.0,150.0,D,A,O,N,11,E,56,M,1.9
2002-01-06,1.0,10.0,A,X,X,N,9,W,58,0,0.0
2002-01-06,3.0,30.0,H,A,X,N,5,W,46,0,0.0
2002-01-06,4.0,70.0,H,S,O,N,7,W,26,0,0.0
2002-01-06,2.0,10.0,A,X,X,N,12,W,20,0,0.0
2002-01-06,96.0,340.0,F,A,I,S,22,W,5,C,6.2
2002-01-06,15.0,300.0,D,A,O,S,6,W,71,C,5.3
2002-01-06,2.0,60.0,H,S,X,S,19,W,75,0,0.0
2002-01-06,6.0,10.0,B,X,O,S,23,W,22,0,0.0
2002-01-06,1.0,90.0,H,S,X,S,15,E,50,0,0.0
2002-01-06,19.0,190.0,D,A,O,N,14,E,49,C,3.1
2002-01-07,1.0,10.0,A,X,X,N,9,W,70,0,0.0
2002-01-07,1.0,10.0,A,X,X,N,5,W,60,0,0.0
2002-01-07,5.0,80.0,H,S,O,N,5,W,45,0,0.0
2002-01-07,2.0,10.0,B,X,O,N,11,W,25,0,0.0
2002-01-07,88.0,310.0,F,A,I,S,23,W,24,C,3.8
2002-01-07,5.0,120.0,D,A,O,S,6,W,84,0,0.0
2002-01-07,6.0,10.0,B,X,O,S,21,W,36,0,0.0
2002-01-07,1.0,60.0,H,S,X,S,15,E,37,0,0.0
2002-01-07,38.0,130.0,E,A,O,N,13,E,33,C,3.5
2002-01-07,12.0,40.0,C,S,O,S,5,E,41,0,0.0
2002-01-07,3.0,10.0,B,X,O,N,12,E,72,0,0.0
2002-01-08,1.0,70.0,H,S,X,N,6,W,57,0,0.0
2002-01-08,49.0,190.0,F,A,O,S,22,W,28,C,7.2
2002-01-08,2.0,70.0,H,A,X,S,17,E,16,0,0.0
2002-01-08,42.0,100.0,D,A,I,N,15,E,15,C,7.5
2002-01-08,33.0,60.0,D,A,O,S,5,E,28,0,0.0
2002-01-08,8.0,40.0,C,A,O,N,11,E,58,0,0.0
2002-01-08,4.0,60.0,H,S,O,S,15,E,79,0,0.0
2002-01-08,2.0,60.0,H,S,X,S,14,E,76,0,0.0
2002-01-08,4.0,210.0,H,S,O,N,28,E,70,0,0.0
2002-01-09,1.0,60.0,H,S,X,N,6,W,73,0,0.0
2002-01-09,19.0,180.0,E,A,O,S,17,W,56,0,0.0
2002-01-09,1.0,40.0,H,S,X,S,16,E,11,0,0.0
2002-01-09,69.0,230.0,E,A,C,N,14,W,1,M,9.5
2002-01-09,26.0,90.0,D,A,O,S,5,E,16,0,0.0
2002-01-09,11.0,90.0,D,A,O,N,12,E,44,0,0.0
2002-01-09,26.0,190.0,E,A,I,S,16,E,63,0,0.0
2002-01-09,7.0,200.0,D,A,O,N,29,E,65,0,0.0
2002-01-09,9.0,50.0,D,A,O,S,10,W,46,0,0.0
2002-01-10,13.0,130.0,D,H,O,S,17,W,69,0,0.0
2002-01-10,2.0,40.0,H,S,X,S,17,W,11,0,0.0
2002-01-10,128.0,570.0,E,K,C,N,15,W,14,C,7.0
2002-01-10,22.0,130.0,D,S,O,S,4,E,1,0,0.0
2002-01-10,7.0,40.0,D,S,O,N,11,E,30,0,0.0
2002-01-10,59.0,320.0,F,A,I,S,17,E,51,0,0.0
2002-01-10,5.0,120.0,C,A,O,N,28,E,44,0,0.0
2002-01-10,12.0,60.0,D,S,O,S,10,W,59,0,0.0
2002-01-10,1.0,60.0,H,S,X,S,6,E,84,0,0.0
2002-01-11,8.0,140.0,H,A,O,S,18,W,74,M,1.0
2002-01-11,4.0,80.0,H,A,X,S,16,W,15,0,0.0
2002-01-11,110.0,680.0,F,K,C,N,14,W,19,C,7.3
2002-01-11,35.0,150.0,D,A,I,S,4,W,12,C,4.8
2002-01-11,11.0,50.0,D,A,O,N,11,E,17,0,0.0
2002-01-11,73.0,280.0,F,A,I,S,16,E,40,0,0.0
2002-01-11,16.0,150.0,D,A,O,N,28,E,32,0,0.0
2002-01-11,9.0,50.0,H,A,O,S,11,W,64,0,0.0
2002-01-11,3.0,60.0,H,A,X,S,5,E,76,0,0.0
2002-01-11,7.0,290.0,H,K,O,N,11,E,79,0,0.0
2002-01-11,8.0,190.0,E,A,O,N,9,E,80,0,0.0
