Date,Region,Sunspot Number,Size,Magnetic Classification,Location,Zurich Class,Penumbra Class,Compactness Class
2005-12-10,10835,1,50,A,N19E78,H,A,X
2005-12-11,10830,4,50,B,N12W28,C,S,O
2005-12-11,10833,5,50,B,S17W67,B,X,O
2005-12-11,10834,3,70,B,S06E63,D,S,O
2005-12-11,10835,3,180,B,N19E64,D,K,O
2005-12-12,10830,1,40,A,N12W41,H,A,X
2005-12-12,10833,3,50,B,S16W78,C,A,O
2005-12-12,10834,3,30,B,S07E51,C,A,O
2005-12-12,10835,4,220,B,N18E55,D,A,O
2005-12-13,10830,1,30,A,N10W55,H,S,X
2005-12-13,10834,1,50,A,S06E37,H,S,X
2005-12-13,10835,9,190,B,N20E40,D,A,I
2005-12-14,10830,1,20,A,N11W68,H,A,X
2005-12-14,10834,4,80,A,S06E24,H,A,X
2005-12-14,10835,14,200,B,N18E27,D,A,I
2005-12-14,10836,8,40,B,S10W39,D,S,O
2005-12-15,10834,4,70,B,S07E10,D,H,O
2005-12-15,10835,12,150,B,N18E15,D,S,O
2005-12-15,10836,9,120,B,S10W52,D,S,O
2005-12-16,10834,5,90,B,S07W04,C,A,O
2005-12-16,10835,7,160,B,N18E01,D,A,O
2005-12-16,10836,5,110,B,S08W66,D,A,O
2005-12-17,10834,4,80,B,S07W18,D,S,O
2005-12-17,10835,8,110,B,N19W13,C,S,O
2005-12-17,10836,5,150,B,S10W78,E,A,O
2005-12-18,10834,7,110,BG,S07W32,D,A,I
2005-12-18,10835,4,110,B,N19W27,D,S,O
2005-12-18,10837,4,20,B,S10E22,D,S,O
2005-12-19,10834,4,110,B,S06W45,C,S,O
2005-12-19,10835,3,100,B,N20W40,C,H,O
2005-12-19,10837,8,60,B,S10E09,D,A,O
2005-12-20,10834,5,70,B,S07W57,C,S,O
2005-12-20,10835,6,120,B,N19W54,C,S,O
2005-12-20,10837,22,200,B,S10W06,D,K,I
2005-12-21,10834,1,50,A,S07W71,H,S,X
2005-12-21,10835,1,110,A,N18W67,H,A,X
2005-12-21,10837,21,210,B,S11W20,D,A,I
2005-12-22,10834,1,40,A,S07W84,H,S,X
2005-12-22,10835,1,80,A,N19W81,H,A,X
2005-12-22,10837,13,140,B,S11W32,D,S,O
2005-12-23,10835,1,90,A,N19W92,H,A,X
2005-12-23,10837,15,110,BG,S10W46,D,S,O
2005-12-23,10838,18,70,B,N17E34,C,R,O
2005-12-23,10839,3,10,B,N19W08,B,X,O
2005-12-24,10837,1,90,A,S11W63,H,A,X
2005-12-24,10838,12,170,BG,N17E20,D,A,I
2005-12-24,10839,4,30,B,N18W24,D,A,O
2005-12-25,10837,1,50,A,S09W83,H,A,X
2005-12-25,10838,11,130,B,N16E07,D,A,I
2005-12-25,10839,6,20,B,N20W37,C,A,O
2005-12-25,10840,1,50,A,S03E66,H,S,X
2005-12-25,10841,1,90,A,N04E74,H,S,X
2005-12-26,10837,1,30,A,S09W92,A,X,X
2005-12-26,10838,9,90,B,N16W05,D,S,O
2005-12-26,10839,1,10,A,N19W52,A,X,X
2005-12-26,10840,1,40,A,S03E53,H,A,X
2005-12-26,10841,4,120,B,N12E60,C,S,O
2005-12-26,10842,1,10,A,S06E30,H,S,X
2005-12-27,10838,9,90,B,N16W18,C,S,O
2005-12-27,10839,3,30,B,N19W65,C,S,O
2005-12-27,10840,3,50,B,S03E40,C,S,O
2005-12-27,10841,8,170,B,N12E47,D,S,O
2005-12-27,10842,3,20,B,S06E17,C,S,O
2005-12-27,10843,4,80,B,N12E67,C,A,O
2005-12-28,10838,1,50,A,N16W34,H,S,X
2005-12-28,10839,1,30,A,N19W78,A,X,X
2005-12-28,10840,1,30,A,S03E27,H,S,X
2005-12-28,10841,4,140,B,N12E34,C,S,O
2005-12-28,10842,3,20,B,S06E04,C,S,O
2005-12-28,10843,8,80,B,N12E54,C,A,O
2005-12-29,10838,1,40,A,N16W49,H,A,X
2005-12-29,10840,2,20,A,S03E14,H,S,X
2005-12-29,10841,3,130,B,N12E21,C,S,O
2005-12-29,10842,1,10,A,S06W10,H,S,X
2005-12-29,10843,4,30,B,N12E40,C,S,O
2005-12-30,10838,2,40,A,N16W62,H,A,X
2005-12-30,10840,6,30,B,S03E01,C,S,O
2005-12-30,10841,4,130,B,N12E08,C,A,O
2005-12-30,10843,7,30,B,N12E27,C,S,O
2005-12-30,10844,8,110,B,S15W59,C,A,O
2005-12-31,10838,2,30,A,N15W73,H,S,X
2005-12-31,10840,2,20,A,S02W13,H,S,X
2005-12-31,10841,5,110,B,N12W07,C,A,O
2005-12-31,10843,4,30,B,N12E15,C,A,O
2005-12-31,10844,4,70,B,S14W70,D,S,O
2006-01-01,10838,1,30,A,N15W88,H,A,X
2006-01-01,10840,1,20,A,S03W26,H,S,X
2006-01-01,10841,4,150,B,N12W16,C,A,O
2006-01-01,10843,5,30,B,N12E02,C,S,O
2006-01-01,10844,1,20,A,S14W81,A,X,X
2006-01-02,10840,1,10,A,S03W40,H,A,X
2006-01-02,10841,3,170,B,N12W31,C,S,O
2006-01-02,10843,7,20,B,N11W12,D,S,I
2006-01-03,10840,1,10,A,S03W53,A,X,X
2006-01-03,10841,2,140,A,N12W48,H,A,X
2006-01-03,10843,4,20,A,N12W25,H,S,X
2006-01-04,10840,1,0,A,S03W67,A,X,X
2006-01-04,10841,4,90,B,N13W61,C,S,O
2006-01-04,10843,4,30,A,N13W38,H,A,X
2006-01-05,10841,2,80,A,N13W76,H,A,X
2006-01-05,10843,3,40,A,N13W51,H,A,X
2006-01-06,10841,1,40,A,N13W91,H,S,X
2006-01-06,10843,2,50,A,N12W64,H,A,X
2006-01-07,10843,2,10,A,N12W77,A,X,X
2006-01-07,10845,2,50,B,N18E72,C,A,O
2006-01-08,10845,1,50,A,N19E56,H,S,X
2006-01-09,10845,1,40,A,N18E44,H,A,X
2006-01-10,10845,1,30,A,N18E30,H,S,X
2006-01-11,10845,1,20,A,N18E18,H,A,X
2006-01-12,10845,2,20,A,N17E04,H,A,X
2006-01-13,10845,2,20,A,N18W08,H,A,X
2006-01-16,10846,7,40,B,N05W30,D,S,O
2006-01-16,10847,5,30,B,S09W08,C,A,O
2006-01-17,10846,11,70,B,N06W44,D,A,I
2006-01-17,10847,11,60,B,S08W21,D,A,I
2006-01-18,10846,8,70,B,N04W56,D,A,O
2006-01-18,10847,8,60,B,S08W35,D,A,I
2006-01-19,10846,4,50,B,N04W71,D,A,O
2006-01-19,10847,7,50,B,S08W50,D,A,O
2006-01-19,10848,9,60,B,S18E37,D,A,I
2006-01-20,10846,1,20,A,N04W88,A,X,X
2006-01-20,10847,2,30,B,S08W62,C,S,O
2006-01-20,10848,15,140,B,S19E24,D,A,O
2006-01-21,10847,1,10,A,S08W72,A,X,X
2006-01-21,10848,12,160,B,S20E10,D,A,O
2006-01-22,10848,18,200,B,S19W02,E,K,I
2006-01-23,10848,39,250,BGD,S19W15,E,A,C
2006-01-23,10849,1,10,A,S07E44,H,S,X
2006-01-24,10848,36,230,BG,S19W28,E,A,C
2006-01-24,10849,1,10,A,S07E31,H,S,X
2006-01-24,10850,6,30,B,N06W05,D,S,O
2006-01-25,10848,28,320,BG,S19W41,E,A,C
2006-01-25,10849,2,10,A,S07E16,H,S,X
2006-01-25,10850,2,10,A,N06W18,A,X,X
2006-01-26,10848,21,200,B,S18W52,E,S,I
2006-01-26,10850,1,10,A,N06W28,A,X,X
2006-01-27,10848,14,130,B,S20W66,E,A,C
2006-01-28,10848,7,90,B,S20W78,E,A,O
2006-01-28,10851,2,20,B,S15W61,C,S,O
2006-01-29,10848,1,30,A,S24W88,H,A,X
2006-02-09,10852,2,10,A,S10W04,H,S,X
2006-02-10,10852,3,10,A,S11W17,A,X,X
2006-02-10,10853,1,10,A,S11W49,H,A,X
2006-02-11,10853,3,20,B,S09W64,B,X,O
2006-02-12,10853,1,30,A,S09W78,H,S,X
2006-02-16,10854,5,30,B,S07E23,D,S,O
2006-02-17,10854,6,30,B,S07E10,D,A,O
2006-02-17,10855,1,20,A,N06E28,H,A,X
2006-02-18,10854,1,10,A,S08W09,A,X,X
2006-02-18,10855,2,10,A,N05E15,A,X,X
2006-02-28,10856,1,10,A,S08E69,A,X,X
2006-03-01,10856,1,20,A,S09E54,A,X,X
2006-03-05,10856,3,10,A,S10E01,A,X,X
2006-03-06,10856,5,10,A,S10W12,A,X,X
2006-03-06,10857,3,10,B,N08E41,C,S,O
2006-03-07,10856,4,10,A,S10W25,A,X,X
2006-03-07,10857,3,10,A,N08E26,A,X,X
2006-03-08,10856,2,10,A,S08W38,A,X,X
2006-03-08,10857,3,20,A,N05E14,A,X,X
2006-03-09,10856,1,10,A,S08W50,A,X,X
2006-03-09,10857,3,20,A,N09E00,A,X,X
2006-03-10,10857,2,10,A,N08W13,A,X,X
2006-03-11,10857,2,10,A,N08W28,A,X,X
2006-03-13,10858,8,20,B,N18E15,C,R,O
2006-03-14,10858,4,20,B,N18W01,B,X,O
2006-03-15,10858,2,10,B,N18W14,B,X,O
2006-03-15,10859,1,10,A,S07W79,A,X,X
2006-03-15,10860,1,10,A,S03E50,H,S,X
2006-03-16,10860,1,20,A,S04E36,A,X,X
2006-03-16,10861,1,10,A,S12E46,A,X,X
2006-03-17,10860,1,10,A,S04E22,A,X,X
2006-03-17,10861,1,10,A,S11E33,A,X,X
2006-03-18,10860,2,20,A,S04E10,A,X,X
2006-03-18,10861,2,10,A,S11E20,A,X,X
2006-03-19,10860,2,10,A,S04W03,H,R,X
2006-03-19,10862,5,20,B,S07E03,C,S,O
2006-03-20,10860,2,10,A,S04W16,A,X,X
2006-03-20,10862,18,90,B,S07W10,D,A,I
2006-03-21,10862,23,130,BG,S07W27,D,A,C
2006-03-22,10862,29,120,BG,S07W39,D,A,I
2006-03-23,10862,25,110,BG,S06W51,D,A,C
2006-03-23,10863,4,20,B,N08W52,C,S,O
2006-03-24,10862,14,60,B,S07W66,D,A,I
2006-03-24,10863,2,20,B,N08W65,C,S,O
2006-03-25,10862,7,60,B,S06W77,B,X,O
2006-03-25,10863,3,30,B,N07W79,B,X,O
2006-03-25,10864,4,20,B,S05W61,B,X,O
2006-03-29,10865,1,20,A,S13E60,H,S,X
2006-03-30,10865,10,130,B,S12E48,D,S,O
2006-03-30,10866,1,70,A,S06E69,H,S,X
2006-03-31,10865,13,140,BG,S13E32,D,A,I
2006-03-31,10866,2,70,A,S08E56,H,S,X
2006-04-01,10865,18,210,B,S13E20,E,A,I
2006-04-01,10866,1,120,A,S07E42,H,S,X
2006-04-02,10865,18,240,BGD,S12E07,E,A,I
2006-04-02,10866,1,80,A,S06E28,H,S,X
2006-04-03,10865,27,340,BGD,S11W06,E,H,C
2006-04-03,10866,3,100,A,S06E16,H,A,X
2006-04-03,10867,8,50,B,S16E16,D,S,O
2006-04-04,10865,31,330,BGD,S11W21,E,K,I
2006-04-04,10866,6,120,B,S06E05,C,A,O
2006-04-04,10867,12,100,BG,S16E03,D,A,O
2006-04-05,10865,20,620,BG,S11W35,D,K,C
2006-04-05,10866,3,100,B,S06W11,C,A,O
2006-04-05,10867,9,130,BG,S16W11,D,S,O
2006-04-06,10865,22,600,BG,S11W47,E,K,I
2006-04-06,10866,6,110,B,S06W23,C,A,O
2006-04-06,10867,14,120,BG,S16W26,E,S,I
2006-04-06,10868,6,30,B,S07W06,C,A,O
2006-04-07,10865,25,530,BG,S11W60,E,K,C
2006-04-07,10866,6,120,B,S06W36,C,A,O
2006-04-07,10867,11,80,BG,S16W39,D,S,I
2006-04-07,10868,6,40,B,S07W19,D,S,O
2006-04-07,10869,7,30,B,S12E24,B,X,O
2006-04-08,10865,7,230,B,S11W78,D,K,O
2006-04-08,10866,5,90,B,S05W53,D,S,O
2006-04-08,10867,5,80,B,S15W56,C,H,O
2006-04-08,10869,8,50,B,S12E08,D,S,O
2006-04-09,10865,3,180,B,S09W90,C,A,O
2006-04-09,10866,4,80,B,S06W63,C,S,O
2006-04-09,10867,3,50,B,S16W67,C,A,O
2006-04-09,10869,7,70,B,S12W04,C,A,O
2006-04-10,10866,2,40,B,S06W79,C,A,O
2006-04-10,10867,2,30,A,S16W82,H,R,X
2006-04-10,10869,12,50,B,S12W16,C,A,I
2006-04-11,10866,1,30,A,S05W92,A,X,X
2006-04-11,10867,1,30,A,S15W96,A,X,X
2006-04-11,10869,15,90,B,S12W31,E,A,I
2006-04-11,10870,1,10,A,S08E22,A,X,X
2006-04-11,10871,2,50,B,S08E52,C,A,O
2006-04-12,10869,7,60,B,S12W44,D,A,O
2006-04-12,10870,3,20,A,S08E09,H,S,X
2006-04-12,10871,2,40,A,S08E39,H,A,X
2006-04-12,10872,1,50,A,S09E74,H,S,X
2006-04-12,10873,10,50,B,S04E48,D,S,O
2006-04-13,10869,4,40,B,S11W61,C,S,O
2006-04-13,10870,5,20,B,S08W05,C,S,O
2006-04-13,10871,3,50,B,S08E23,C,S,O
2006-04-13,10872,1,30,A,S07E59,H,S,X
2006-04-13,10873,16,90,B,S04E35,D,A,I
2006-04-14,10869,1,40,A,S09W76,H,A,X
2006-04-14,10870,2,10,A,S08W19,A,X,X
2006-04-14,10871,6,30,B,S07E08,C,A,O
2006-04-14,10872,1,30,A,S07E46,H,S,X
2006-04-14,10873,9,50,B,S04E22,D,S,C
2006-04-15,10869,1,40,A,S11W88,H,A,X
2006-04-15,10870,1,0,A,S09W30,A,X,X
2006-04-15,10871,3,30,B,S07W04,C,S,O
2006-04-15,10872,3,20,B,S07E33,C,S,O
2006-04-15,10873,4,20,B,S03E08,C,A,O
2006-04-16,10871,6,60,B,S06W18,C,A,O
2006-04-16,10872,8,60,B,S08E21,B,X,O
2006-04-16,10873,1,20,A,S03W05,H,S,X
2006-04-17,10871,5,60,B,S06W33,C,S,O
2006-04-17,10872,6,20,B,S06E08,B,X,O
2006-04-17,10873,4,10,B,N01W17,B,X,O
2006-04-18,10870,1,10,A,S06W74,A,X,X
2006-04-18,10871,3,30,B,S06W46,C,S,O
2006-04-18,10872,3,10,B,S08W05,B,X,O
2006-04-18,10873,1,0,A,S04W37,A,X,X
2006-04-19,10871,1,10,A,S06W59,H,S,X
2006-04-19,10872,1,0,A,S08W18,A,X,X
2006-04-19,10873,1,10,A,S04W50,H,S,X
2006-04-19,10874,3,10,A,N00E15,H,S,X
2006-04-20,10871,1,10,A,S06W66,A,X,X
2006-04-20,10872,3,10,B,S08W31,B,X,O
2006-04-20,10874,4,20,B,N00E02,C,A,O
2006-04-21,10871,1,10,A,S06W79,A,X,X
2006-04-21,10874,9,60,B,S01W11,D,A,O
2006-04-22,10874,4,30,B,S01W25,D,R,O
2006-04-23,10874,5,10,B,S02W39,B,X,O
2006-04-24,10874,1,0,A,S01W55,A,X,X
2006-04-24,10875,3,270,B,S11E71,C,A,O
2006-04-25,10875,16,430,BG,S10E62,D,K,C
2006-04-25,10876,2,150,A,S14E80,H,A,X
2006-04-26,10875,9,480,BGD,S10E46,D,K,I
2006-04-26,10876,4,180,B,S16E69,D,A,O
2006-04-27,10875,21,470,BG,S10E34,D,K,I
2006-04-27,10876,7,290,BG,S16E57,D,K,O
2006-04-27,10877,2,40,A,S07E52,H,R,X
2006-04-28,10875,21,310,BG,S11E20,C,A,I
2006-04-28,10876,11,230,BG,S16E54,D,S,O
2006-04-28,10877,1,10,A,S07E40,A,X,X
2006-04-29,10875,23,380,BG,S11E06,D,A,C
2006-04-29,10876,13,200,B,S15E30,E,A,I
2006-04-29,10877,2,10,A,S05E24,A,X,X
2006-04-30,10875,31,280,BG,S09W07,D,K,C
2006-04-30,10876,13,110,B,S14E18,E,A,I
2006-05-01,10875,20,340,BG,S08W21,E,K,I
2006-05-01,10876,9,70,BG,S11E08,C,A,O
2006-05-01,10878,3,60,B,N14E60,B,X,O
2006-05-02,10875,9,150,BG,S11W33,D,K,O
2006-05-02,10876,9,70,B,S15W07,C,S,O
2006-05-02,10878,3,70,B,N14E46,C,S,O
2006-05-03,10875,7,140,B,S12W47,D,A,O
2006-05-03,10876,5,40,B,S18W16,C,S,O
2006-05-03,10878,2,60,B,N13E31,C,S,O
2006-05-03,10879,4,50,B,N16E07,D,A,O
2006-05-04,10875,3,180,B,S12W60,D,A,O
2006-05-04,10876,2,20,B,S17W29,B,X,O
2006-05-04,10878,1,40,A,N14E18,H,S,X
2006-05-04,10879,6,100,B,N17W05,D,S,O
2006-05-05,10875,2,160,B,S13W72,D,H,O
2006-05-05,10878,1,40,A,N14E05,H,S,X
2006-05-05,10879,6,70,B,N16W18,C,H,I
2006-05-05,10880,1,80,A,S08E63,H,H,X
2006-05-06,10875,3,70,B,S13W85,C,S,O
2006-05-06,10878,2,20,A,N14W09,H,S,X
2006-05-06,10879,3,20,B,N16W31,C,S,O
2006-05-06,10880,2,100,B,S08E50,C,S,O
2006-05-06,10881,1,0,A,S12E75,A,X,X
2006-05-07,10878,3,10,B,N14W22,C,S,O
2006-05-07,10879,1,10,A,N16W47,A,X,X
2006-05-07,10880,3,50,B,S08E37,C,S,O
2006-05-07,10881,7,70,B,S12E68,D,A,O
2006-05-07,10882,5,20,B,S12W19,D,A,O
2006-05-08,10878,1,10,A,N12W35,A,X,X
2006-05-08,10880,2,50,A,S09E22,H,S,X
2006-05-08,10881,5,50,B,S10E50,C,S,O
2006-05-08,10882,5,30,B,S12W32,C,R,O
2006-05-08,10883,1,20,A,S04E56,A,X,X
2006-05-09,10880,1,60,A,S09E08,H,A,X
2006-05-09,10881,2,10,A,S10E33,A,X,X
2006-05-09,10882,7,130,B,S12W45,D,A,O
2006-05-09,10883,3,10,B,S04E43,B,X,O
2006-05-10,10880,3,40,A,S09W04,H,A,X
2006-05-10,10881,1,10,A,S08E17,A,X,X
2006-05-10,10882,10,120,B,S12W58,D,A,O
2006-05-10,10883,2,10,B,S04E26,B,X,O
2006-05-11,10880,2,20,A,S09W17,H,A,X
2006-05-11,10882,5,110,B,S12W70,E,A,O
2006-05-12,10880,2,20,A,S09W29,H,S,X
2006-05-12,10882,3,90,B,S12W82,D,A,O
2006-05-12,10883,1,0,A,S04E02,A,X,X
2006-05-13,10880,3,20,B,S09W42,C,S,O
2006-05-13,10881,1,0,A,S08W22,A,X,X
2006-05-13,10883,4,10,B,S04W10,C,A,O
2006-05-14,10880,2,20,A,S08W57,H,A,X
2006-05-14,10883,2,10,B,S02W27,B,X,O
2006-05-15,10880,1,30,A,S09W71,A,X,X
2006-05-20,10884,5,20,B,S13E47,B,X,O
2006-05-21,10884,7,90,B,S13E33,C,S,O
2006-05-21,10885,2,40,B,S12E44,C,R,O
2006-05-22,10884,5,50,B,S14E22,C,S,O
2006-05-22,10885,5,60,B,S12E32,D,R,O
2006-05-23,10884,6,40,B,S13E08,C,S,O
2006-05-23,10885,6,60,B,S12E17,D,S,O
2006-05-24,10884,4,20,B,S13W05,D,S,O
2006-05-24,10885,11,60,B,S12E03,D,S,I
2006-05-24,10886,3,30,B,N08E46,C,R,O
2006-05-25,10884,3,40,B,S12W14,C,S,O
2006-05-25,10885,4,60,B,S12W09,D,S,O
2006-05-25,10886,7,80,B,N07E31,D,S,O
2006-05-26,10885,8,50,B,S11W25,D,S,O
2006-05-26,10886,5,50,B,N08E16,C,A,O
2006-05-27,10885,3,40,B,S12W38,C,R,O
2006-05-27,10886,3,60,B,N08E04,C,S,O
2006-05-27,10887,2,30,B,S12E64,B,X,O
2006-05-27,10888,3,70,B,N05W64,C,S,O
2006-05-28,10885,3,20,B,S12W54,C,R,O
2006-05-28,10886,6,50,B,N08W12,C,S,O
2006-05-28,10887,4,50,B,S13E52,C,R,O
2006-05-28,10888,4,90,B,N06W77,D,A,O
2006-05-28,10889,2,20,B,S03E12,C,R,O
2006-05-29,10886,5,30,B,N07W24,C,S,O
2006-05-29,10887,5,30,B,S12E38,C,A,O
2006-05-29,10888,2,60,B,N05W91,C,A,O
2006-05-29,10889,6,40,B,S02W06,C,S,O
2006-05-29,10890,10,40,B,S14W29,C,S,O
2006-05-30,10886,1,20,A,N08W40,H,S,X
2006-05-30,10887,6,30,B,S12E24,C,A,O
2006-05-30,10889,2,10,A,S01W20,H,S,X
2006-05-30,10890,5,30,B,S13W42,C,S,O
2006-05-31,10886,3,40,B,N08W53,C,R,O
2006-05-31,10887,2,30,A,S12E10,H,R,X
2006-05-31,10890,2,30,B,S15W59,C,R,O
2006-05-31,10891,4,30,B,S13E19,C,S,O
2006-06-01,10886,1,20,A,N07W66,H,R,X
2006-06-01,10887,1,10,A,S13W05,A,X,X
2006-06-01,10890,1,20,A,S14W73,A,X,X
2006-06-01,10891,1,10,A,S14E06,A,X,X
2006-06-02,10886,1,30,A,N09W78,A,X,X
2006-06-05,10892,7,230,B,S08E67,D,S,I
2006-06-06,10892,13,230,BG,S08E53,E,K,I
2006-06-07,10892,13,250,B,S07E41,E,K,I
2006-06-07,10893,3,30,B,S03E64,C,A,O
2006-06-08,10892,24,250,BD,S07E29,E,K,I
2006-06-08,10893,4,60,B,S01E52,D,A,O
2006-06-09,10892,35,260,BG,S06E15,E,K,I
2006-06-09,10893,12,130,B,S02E37,D,A,O
2006-06-10,10892,16,260,BG,S06W02,E,H,I
2006-06-10,10893,6,100,B,S02E24,D,A,O
2006-06-11,10892,18,220,BG,S07W14,E,A,I
2006-06-11,10893,8,80,BG,S02E10,C,S,O
2006-06-12,10892,11,120,BG,S07W27,C,A,O
2006-06-12,10893,4,40,B,S02W03,C,S,O
2006-06-12,10894,1,10,A,S07E36,H,S,X
2006-06-13,10892,8,100,B,S07W40,C,A,O
2006-06-13,10893,4,20,B,S02W16,C,S,O
2006-06-14,10892,2,100,A,S07W56,H,A,X
2006-06-14,10893,1,20,A,S01W29,H,S,X
2006-06-15,10892,1,100,A,S07W70,H,S,X
2006-06-15,10893,2,10,A,S01W43,A,X,X
2006-06-15,10894,2,10,A,S07W04,A,X,X
2006-06-16,10892,1,80,A,S06W85,H,S,X
2006-06-18,10894,4,40,B,S07W44,B,X,O
2006-06-18,10895,1,10,A,N00E09,A,X,X
2006-06-18,10896,7,20,B,S12E28,C,S,O
2006-06-19,10896,13,20,B,S11E16,C,A,O
2006-06-20,10896,11,40,B,S11E03,D,R,O
2006-06-21,10896,10,50,B,S10W11,D,R,O
2006-06-22,10896,9,110,B,S10W25,B,X,O
2006-06-26,10897,3,60,B,N06E75,B,X,O
2006-06-27,10897,4,80,B,N06E57,D,A,O
2006-06-28,10897,23,70,BG,N06E44,C,A,I
2006-06-29,10897,17,110,BG,N05E29,D,R,C
2006-06-29,10898,1,150,A,S06E66,H,S,X
2006-06-30,10897,12,70,BG,N06E15,E,R,O
2006-06-30,10898,3,260,B,S05E54,D,S,O
2006-07-01,10897,10,40,B,N07E02,D,R,O
2006-07-01,10898,8,350,B,S06E40,D,S,O
2006-07-02,10897,6,30,B,N06W12,B,X,O
2006-07-02,10898,10,210,B,S06E26,C,H,O
2006-07-03,10897,1,20,A,N06W23,B,X,O
2006-07-03,10898,13,290,B,S06E14,C,H,O
2006-07-04,10897,4,20,B,N07W37,C,S,O
2006-07-04,10898,14,360,B,S07W01,D,K,I
2006-07-05,10897,2,10,B,N06W49,B,X,O
2006-07-05,10898,18,360,B,S07W14,D,K,I
2006-07-06,10898,6,430,B,S08W28,C,K,I
2006-07-06,10899,2,90,B,S05E69,D,R,O
2006-07-07,10898,8,420,BGD,S08W41,C,K,I
2006-07-07,10899,6,100,B,S05E56,D,S,O
2006-07-08,10898,8,400,BGD,S06W55,D,K,C
2006-07-08,10899,7,80,B,S05E40,D,A,O
2006-07-09,10898,9,360,BGD,S06W69,D,K,C
2006-07-09,10899,5,60,B,S05E27,D,A,O
2006-07-10,10898,7,260,A,S06W83,H,K,X
2006-07-10,10899,6,40,B,S06E15,C,A,O
2006-07-11,10899,8,30,B,S06W05,C,S,O
2006-07-12,10899,3,20,B,S06W18,B,X,O
2006-07-13,10899,2,10,B,S05W28,B,X,O
2006-07-14,10899,1,1,A,S05W41,A,X,X
2006-07-15,10900,5,40,B,S05E43,C,S,O
2006-07-16,10900,7,50,B,S05E30,C,A,O
2006-07-17,10900,10,40,B,S06E16,B,X,O
2006-07-18,10900,13,40,B,S05E02,B,X,O
2006-07-19,10900,16,90,B,S05W12,D,S,I
2006-07-20,10900,14,90,B,S04W25,D,S,O
2006-07-21,10900,4,20,B,S04W38,B,X,O
2006-07-22,10900,2,10,B,S06W52,B,X,O
2006-07-23,10901,6,40,B,N06E70,C,S,O
2006-07-24,10901,11,130,B,N06E56,D,A,O
2006-07-25,10901,9,110,B,N05E42,D,A,O
2006-07-26,10901,6,100,B,N06E28,D,A,O
2006-07-27,10901,10,100,B,N06E15,C,A,O
2006-07-28,10901,13,70,B,N05E00,C,S,O
2006-07-29,10901,7,70,B,N06W12,C,S,O
2006-07-30,10901,9,80,B,N06W26,C,S,O
2006-07-31,10901,1,10,A,N06W43,H,S,X
2006-07-31,10902,2,30,B,S10W21,C,S,O
2006-08-01,10901,4,20,B,N06W54,D,S,O
2006-08-01,10902,1,10,A,S09W47,H,S,X
2006-08-02,10902,1,10,A,S08W62,A,X,X
2006-08-03,10901,1,20,A,N08W73,A,X,X
2006-08-03,10902,1,30,B,S09W74,C,R,O
2006-08-04,10901,2,30,B,N08W86,B,X,O
2006-08-04,10902,1,30,A,S09W87,A,X,X
2006-08-09,10903,2,40,B,S09E56,C,R,O
2006-08-10,10903,4,30,B,S09E43,B,X,O
2006-08-10,10904,1,80,A,S14E76,H,A,X
2006-08-11,10903,6,10,B,S09E29,B,X,O
2006-08-11,10904,11,300,BG,S13E63,E,K,C
2006-08-12,10903,3,10,B,S12E14,B,X,O
2006-08-12,10904,16,640,BG,S13E51,E,K,C
2006-08-13,10904,17,750,BG,S13E38,E,K,I
2006-08-14,10904,16,680,BG,S13E25,E,K,O
2006-08-15,10903,1,10,A,S08W26,A,X,X
2006-08-15,10904,24,690,BG,S13E11,E,K,I
2006-08-16,10904,22,700,BG,S14W03,E,K,I
2006-08-17,10904,19,600,BG,S12W15,F,K,O
2006-08-18,10904,16,590,BG,S13W28,F,K,O
2006-08-19,10904,19,590,BG,S13W42,F,K,O
2006-08-20,10904,11,540,B,S14W54,F,K,O
2006-08-21,10904,5,520,B,S14W72,C,K,O
2006-08-22,10904,1,180,A,S12W88,H,H,X
2006-08-22,10905,3,100,B,S08E74,C,A,O
2006-08-23,10905,2,220,B,S07E60,D,S,O
2006-08-24,10905,12,280,BG,S08E47,D,S,O
2006-08-25,10905,12,290,BG,S08E33,E,A,I
2006-08-26,10905,13,260,BG,S08E20,E,H,O
2006-08-27,10905,11,330,BG,S08E05,E,K,O
2006-08-28,10905,16,350,BG,S06W07,E,A,C
2006-08-29,10905,38,260,BG,S08W22,E,A,C
2006-08-30,10905,20,180,B,S08W35,C,A,O
2006-08-31,10905,9,160,B,S08W49,C,A,O
2006-09-01,10905,7,100,B,S08W68,D,S,O
2006-09-01,10906,12,100,B,S09W52,C,A,O
2006-09-02,10905,2,90,A,S08W81,H,A,X
2006-09-02,10906,10,100,B,S09W65,D,A,O
2006-09-03,10905,1,30,A,S08W96,A,X,X
2006-09-03,10906,6,90,B,S09W78,B,X,O
2006-09-06,10907,5,20,B,S13E44,B,X,O
2006-09-06,10908,1,110,A,S13E71,H,A,X
2006-09-07,10907,7,30,B,S13E31,C,S,I
2006-09-07,10908,1,200,A,S12E59,H,A,X
2006-09-07,10909,15,50,B,S08E25,C,S,I
2006-09-08,10907,3,20,B,S13E17,C,S,O
2006-09-08,10908,1,210,A,S13E45,H,A,X
2006-09-08,10909,5,30,B,S09E09,C,A,O
2006-09-09,10907,1,10,A,S13E03,A,X,X
2006-09-09,10908,3,260,A,S13E32,H,K,X
2006-09-09,10909,15,60,B,S09W04,D,S,O
2006-09-10,10907,4,20,B,S13W08,D,S,O
