Date,Region,Sunspot Number,Size,Magnetic Classification,Sunspot Classification,Location
1996-06-04,7968,3,0,region_mag A,AXX,N02E41
1996-06-05,7968,2,10,region_mag B,BXO,N02E28
1996-06-05,7969,1,0,region_mag A,AXX,N09W33
1996-06-06,7968,4,20,region_mag B,CRO,N03E12
1996-06-06,7969,4,10,region_mag B,BXO,N08W44
1996-06-07,7968,9,50,region_mag B,DSO,N03W01
1996-06-07,7970,3,10,region_mag B,BXO,S09W78
1996-06-08,7968,17,80,region_mag B,DSO,N02W15
1996-06-09,7968,19,90,region_mag B,DAO,N03W29
1996-06-10,7968,12,90,region_mag B,CAO,N02W42
1996-06-10,7971,2,10,region_mag B,BXO,S07W15
1996-06-11,7968,7,60,region_mag B,CAO,N02W56
1996-06-12,7968,1,40,region_mag A,HSX,N03W70
1996-06-13,7968,1,0,region_mag A,AXX,N03W86
1996-06-19,7972,2,0,region_mag B,BXO,N28E24
1996-06-20,7972,3,10,region_mag B,BXO,N28E09
1996-06-20,7973,2,70,region_mag B,CSO,N09E70
1996-06-21,7972,1,0,region_mag A,AXX,N27W03
1996-06-21,7973,1,100,region_mag A,HSX,N10E59
1996-06-22,7972,1,0,region_mag A,AXX,N28W16
1996-06-22,7973,1,90,region_mag A,HSX,N11E45
1996-06-22,7974,1,0,region_mag A,AXX,N09E16
1996-06-23,7973,1,90,region_mag A,HSX,N10E32
1996-06-23,7975,2,10,region_mag A,AXX,N07E65
1996-06-24,7973,1,100,region_mag A,HSX,N10E18
1996-06-24,7976,2,10,region_mag B,BXO,N12E63
1996-06-25,7973,2,70,region_mag A,HSX,N09E05
1996-06-25,7976,3,30,region_mag A,AXX,N13E52
1996-06-26,7973,1,80,region_mag A,HSX,N10W07
1996-06-26,7976,2,10,region_mag A,AXX,N13E38
1996-06-27,7973,1,70,region_mag A,HSX,N09W21
1996-06-27,7976,4,10,region_mag A,AXX,N13E25
1996-06-28,7973,1,70,region_mag A,HSX,N08W35
1996-06-28,7976,4,20,region_mag A,HRX,N13E11
1996-06-29,7973,1,280,region_mag A,HSX,N08W48
1996-06-29,7976,4,40,region_mag A,HRX,N13W02
1996-06-30,7973,1,70,region_mag A,HSX,N09W62
1996-06-30,7976,2,10,region_mag A,HRX,N13W09
1996-07-01,7973,1,70,region_mag A,HSX,N06W76
1996-07-01,7976,2,10,region_mag A,AXX,N12W29
1996-07-02,7973,1,50,region_mag A,HSX,N08W89
1996-07-03,7977,3,10,region_mag B,BXO,N04E16
1996-07-04,7977,3,10,region_mag B,BXO,N03W02
1996-07-05,7978,2,10,region_mag B,BXO,S11E28
1996-07-06,7978,2,10,region_mag B,BXO,S09E15
1996-07-08,7978,17,30,region_mag B,CRI,S10W11
1996-07-09,7978,32,250,region_mag BGD,DAI,S10W24
1996-07-10,7978,25,400,region_mag BGD,EAC,S10W38
1996-07-11,7978,26,420,region_mag BGD,EHI,S11W51
1996-07-12,7978,22,390,region_mag BG,EHO,S11W65
1996-07-13,7978,9,300,region_mag B,EHO,S12W76
1996-07-14,7978,1,20,region_mag A,AXX,S10W89
1996-07-20,7979,2,10,region_mag A,AXX,S34E41
1996-07-27,7980,1,0,region_mag A,AXX,N10W02
1996-07-28,7981,3,200,region_mag B,DSO,S11E72
1996-07-29,7981,6,340,region_mag B,DAO,S10E60
1996-07-30,7981,12,360,region_mag BG,ESI,S10E47
1996-07-31,7981,18,400,region_mag BG,EKI,S10E33
1996-08-01,7981,24,410,region_mag BG,ESO,S09E22
1996-08-02,7981,22,300,region_mag BG,ESI,S09E09
1996-08-03,7981,24,320,region_mag BG,ESO,S09W05
1996-08-04,7981,20,290,region_mag BG,ESO,S09W19
1996-08-05,7981,19,220,region_mag BG,CSO,S09W33
1996-08-06,7981,10,220,region_mag B,CSO,S09W46
1996-08-07,7981,3,140,region_mag B,CSO,S10W60
1996-08-08,7981,1,130,region_mag A,HSX,S11W73
1996-08-08,7982,5,10,region_mag B,BXO,N11E22
1996-08-09,7981,1,120,region_mag A,HSX,S11W89
1996-08-09,7982,3,0,region_mag B,BXO,N09E09
1996-08-10,7982,10,20,region_mag B,BXO,N10W06
1996-08-11,7982,10,30,region_mag B,DSO,N09W20
1996-08-11,7983,3,10,region_mag A,AXX,N26E13
1996-08-12,7982,20,90,region_mag B,DSI,N09W34
1996-08-13,7982,12,80,region_mag B,DSO,N10W47
1996-08-14,7982,6,50,region_mag B,DAO,N09W60
1996-08-15,7982,4,10,region_mag B,BXO,N09W75
1996-08-15,7984,6,10,region_mag B,BXO,N30E23
1996-08-16,7982,1,0,region_mag A,AXX,N08W90
1996-08-16,7984,5,20,region_mag B,CRO,N29E10
1996-08-20,7985,3,10,region_mag A,AXX,N10W14
1996-08-21,7985,3,10,region_mag B,BXO,N10W29
1996-08-22,7985,2,0,region_mag A,AXX,N10W43
1996-08-23,7985,2,20,region_mag B,BXO,N10W55
1996-08-24,7985,3,20,region_mag B,BXO,N12W69
1996-08-24,7986,1,50,region_mag A,AXX,S13E79
1996-08-25,7985,1,10,region_mag A,AXX,N10W83
1996-08-25,7986,1,90,region_mag A,HSX,S12E64
1996-08-26,7986,4,100,region_mag BD,CSO,S12E54
1996-08-27,7986,6,130,region_mag B,CSO,S12E43
1996-08-28,7986,3,60,region_mag A,HSX,S12E25
1996-08-29,7986,3,50,region_mag A,HSX,S12E12
1996-08-30,7986,10,100,region_mag B,CSO,S12W00
1996-08-31,7986,6,60,region_mag B,CSO,S12W11
1996-09-01,7986,4,50,region_mag B,CSO,S13W27
1996-09-01,7987,2,0,region_mag B,BXO,N18E46
1996-09-02,7986,1,30,region_mag A,HSX,S12W43
1996-09-03,7986,3,30,region_mag A,HSX,S12W56
1996-09-04,7986,1,20,region_mag A,HRX,S11W70
1996-09-05,7986,1,0,region_mag A,AXX,S10W81
1996-09-08,7988,5,20,region_mag B,BXO,S26E01
1996-09-09,7988,5,10,region_mag B,BXO,S25W13
1996-09-13,7989,1,0,region_mag A,AXX,N29E12
1996-10-21,7990,1,0,region_mag A,AXX,N15E26
1996-10-26,7991,3,10,region_mag B,BXO,N31E09
1996-10-27,7991,2,0,region_mag B,BXO,N30W05
1996-10-27,7992,4,20,region_mag B,CRO,S13W29
1996-10-28,7992,1,10,region_mag A,AXX,S15W41
1996-11-10,7993,1,0,region_mag A,AXX,S01E65
1996-11-11,7993,1,0,region_mag A,AXX,S02E51
1996-11-11,7994,2,10,region_mag A,AXX,S12E33
1996-11-12,7993,3,10,region_mag B,BXO,S02E38
1996-11-12,7994,2,10,region_mag A,AXX,S11E19
1996-11-13,7995,3,30,region_mag B,CRO,N02E62
1996-11-14,7995,5,20,region_mag B,CRO,N01E49
1996-11-15,7995,3,10,region_mag A,AXX,N00E34
1996-11-15,7996,1,0,region_mag A,AXX,N32E32
1996-11-16,7995,4,10,region_mag A,AXX,N00E19
1996-11-16,7996,5,10,region_mag B,BXO,N32E20
1996-11-17,7995,2,10,region_mag A,AXX,S00E05
1996-11-17,7996,2,10,region_mag A,AXX,N31E05
1996-11-17,7997,3,10,region_mag B,BXO,N08E50
1996-11-17,7998,2,10,region_mag A,AXX,S14E46
1996-11-18,7995,1,10,region_mag A,AXX,S00W08
1996-11-18,7997,3,10,region_mag B,BXO,N08E36
1996-11-18,7998,2,0,region_mag A,AXX,S15E32
1996-11-19,7995,2,0,region_mag B,AXX,S01W22
1996-11-19,7997,2,10,region_mag A,AXX,N08E22
1996-11-20,7997,3,10,region_mag B,BXO,N08E07
1996-11-21,7997,1,0,region_mag A,AXX,N08W07
1996-11-22,7997,1,0,region_mag A,AXX,N08W19
1996-11-22,7999,5,20,region_mag B,BXO,S04E61
1996-11-23,7997,8,40,region_mag B,CRO,N05W26
1996-11-23,7999,6,80,region_mag B,DSO,S04E47
1996-11-24,7997,17,170,region_mag B,DAO,N05W40
1996-11-24,7999,21,170,region_mag B,DAO,S04E33
1996-11-26,7997,10,210,region_mag B,DAO,N05W69
1996-11-26,7999,41,880,region_mag B,EKC,S04E06
1996-11-26,8000,8,20,region_mag B,BXO,S14W58
1996-11-27,7997,4,140,region_mag B,DAO,N05W82
1996-11-27,7999,38,790,region_mag B,EKI,S04W08
1996-11-27,8000,4,20,region_mag B,BXO,S13W70
1996-11-28,7999,38,830,region_mag B,EKI,S05W22
1996-11-28,8000,5,30,region_mag B,CRO,S14W83
1996-11-29,7999,30,690,region_mag B,EKI,S05W35
1996-11-30,7999,28,580,region_mag B,EKI,S04W48
1996-12-01,7999,20,570,region_mag B,EKI,S04W61
1996-12-02,7999,13,450,region_mag B,EKI,S03W75
1996-12-02,8001,3,0,region_mag B,BXO,S19W68
1996-12-02,8002,1,0,region_mag A,AXX,S24W18
1996-12-03,7999,3,100,region_mag B,DSO,S05W90
1996-12-08,8003,2,10,region_mag B,BXO,S31E24
1996-12-09,8003,4,10,region_mag B,BXO,S30E10
1996-12-11,8003,7,40,region_mag B,CRO,S29W18
1996-12-13,8003,10,100,region_mag B,DSO,S28W45
1996-12-13,8004,2,70,region_mag A,HSX,N07E60
1996-12-16,8003,2,180,region_mag B,ESO,S29W88
1996-12-16,8004,3,80,region_mag A,HSX,N06E20
1996-12-17,8004,6,60,region_mag B,CSO,N06E06
1996-12-17,8005,1,0,region_mag A,AXX,S13E26
1996-12-18,8004,4,70,region_mag B,CSO,N07W07
1996-12-18,8005,1,0,region_mag A,AXX,S13E11
1996-12-18,8006,3,20,region_mag B,BXO,S28E20
1996-12-19,8004,12,180,region_mag BG,DSO,N08W20
1996-12-19,8006,1,10,region_mag A,AXX,S28E05
1996-12-20,8004,13,110,region_mag BG,CSO,N07W34
1996-12-21,8004,3,50,region_mag A,HSX,N06W47
1996-12-22,8004,2,40,region_mag A,HSX,N05W59
1996-12-22,8007,6,20,region_mag B,BXO,N04W45
1996-12-23,8004,1,40,region_mag A,HSX,N05W72
1996-12-23,8007,5,20,region_mag B,BXO,N04W59
1997-01-05,8009,3,10,region_mag B,BXO,S02W05
1997-01-06,8009,5,20,region_mag B,BXO,S03W18
1997-01-07,8009,5,10,region_mag B,BXO,S04W32
1997-01-08,8009,2,0,region_mag A,AXX,S05W44
1997-01-10,8010,2,20,region_mag B,BXO,N38W48
1997-01-11,8010,3,30,region_mag B,BXO,N38W61
1997-01-12,8010,2,20,region_mag B,BXO,N34W74
1997-01-16,8011,4,30,region_mag B,DRO,S06E23
1997-01-17,8011,6,20,region_mag B,BXO,S05E10
1997-01-18,8011,2,0,region_mag A,AXX,S06W04
1997-01-19,8011,1,0,region_mag A,AXX,S06W17
1997-01-19,8012,2,0,region_mag B,BXO,N27E11
1997-01-19,8013,1,0,region_mag A,AXX,S32E64
1997-01-25,8014,2,20,region_mag B,BXO,S13E58
1997-01-26,8014,1,0,region_mag A,AXX,S12E45
1997-01-28,8014,1,0,region_mag A,AXX,S16E24
1997-01-29,8014,1,0,region_mag A,AXX,S15E09
1997-01-30,8015,6,20,region_mag B,BXO,N07E33
1997-01-31,8015,5,30,region_mag B,CSO,N03E20
1997-02-01,8015,3,10,region_mag B,BXO,N05E07
1997-02-02,8015,4,20,region_mag B,BXO,N04W08
1997-02-03,8015,7,30,region_mag B,CSO,N05W22
1997-02-03,8016,9,30,region_mag B,CRO,S21E22
1997-02-04,8015,14,120,region_mag B,DAO,N05W36
1997-02-04,8016,11,60,region_mag B,DAI,S21E09
1997-02-05,8015,14,140,region_mag B,DAO,N05W50
1997-02-05,8016,10,30,region_mag B,CSO,S21W04
1997-02-06,8015,8,120,region_mag B,DAO,N05W64
1997-02-06,8016,5,30,region_mag A,HRX,S20W18
1997-02-07,8015,3,100,region_mag B,DSO,N06W78
1997-02-07,8016,1,0,region_mag A,AXX,S20W32
1997-02-07,8017,1,0,region_mag A,AXX,N35W60
1997-02-08,8015,3,20,region_mag B,DRO,N04W90
1997-02-08,8016,1,0,region_mag A,AXX,S19W45
1997-02-08,8017,4,10,region_mag B,BXO,N33W72
1997-02-09,8016,1,0,region_mag A,AXX,S20W58
1997-02-10,8016,1,0,region_mag A,AXX,S19W71
1997-02-19,8018,3,20,region_mag B,BXO,N10W60
1997-02-20,8018,1,10,region_mag A,AXX,N05W76
1997-02-25,8019,1,10,region_mag A,AXX,N25E55
1997-02-26,8019,2,10,region_mag B,BXO,N26E40
1997-03-07,8020,1,120,region_mag A,HSX,N06E74
1997-03-08,8020,2,100,region_mag B,CAO,N07E62
1997-03-09,8020,4,110,region_mag A,HSX,N06E48
1997-03-09,8021,2,10,region_mag A,AXX,S30E42
1997-03-10,8020,4,60,region_mag B,CAO,N06E32
1997-03-10,8021,2,10,region_mag B,BXO,S29E30
1997-03-11,8020,7,50,region_mag B,CAO,N07E23
1997-03-12,8020,5,30,region_mag B,CSO,N07E08
1997-03-13,8020,11,30,region_mag B,BXO,N07W05
1997-03-14,8020,8,20,region_mag B,CRO,N08W19
1997-03-15,8020,7,10,region_mag A,AXX,N08W31
1997-03-15,8021,4,10,region_mag B,BXO,S29W32
1997-03-15,8022,2,30,region_mag B,BXO,S05W21
1997-03-16,8020,4,10,region_mag A,AXX,N07W44
1997-03-16,8021,5,10,region_mag B,BXO,S31W45
1997-03-16,8022,3,10,region_mag B,BXO,S04W34
1997-03-17,8021,1,0,region_mag A,AXX,S33W54
1997-03-17,8022,4,30,region_mag B,BXO,S04W47
1997-03-18,8022,5,30,region_mag B,BXO,S04W61
1997-03-19,8022,2,0,region_mag B,BXO,S06W73
1997-03-19,8023,2,0,region_mag A,AXX,S10W22
1997-03-29,8026,8,80,region_mag B,CRO,S24E59
1997-03-30,8026,16,100,region_mag B,DAO,S24E46
1997-03-31,8026,19,140,region_mag B,ESO,S25E32
1997-04-01,8026,12,90,region_mag B,DAO,S24E20
1997-04-02,8026,13,70,region_mag B,CAO,S25E07
1997-04-03,8026,29,70,region_mag BG,EAI,S24W02
1997-04-03,8027,3,50,region_mag B,CAO,S30E77
1997-04-04,8026,22,90,region_mag BG,EAO,S23W15
1997-04-04,8027,4,70,region_mag B,CAO,S27E64
1997-04-05,8026,12,80,region_mag BG,DAO,S23W25
1997-04-05,8027,4,80,region_mag B,CAO,S29E51
1997-04-06,8026,6,30,region_mag B,CSO,S23W41
1997-04-06,8027,10,70,region_mag B,CSO,S28E38
1997-04-07,8026,1,10,region_mag A,AXX,S23W52
1997-04-07,8027,7,50,region_mag B,CAO,S28E24
1997-04-08,8027,6,30,region_mag B,CRO,S28E12
1997-04-09,8027,4,20,region_mag B,CAO,S28E00
1997-04-09,8028,3,10,region_mag A,AXX,S07W50
1997-04-10,8027,4,10,region_mag B,BXO,S28W13
1997-04-10,8029,6,20,region_mag B,CRO,N24W19
1997-04-12,8027,3,10,region_mag B,BXO,S28W39
1997-04-12,8029,8,130,region_mag B,DAO,N24W45
1997-04-13,8029,5,60,region_mag B,CAO,N24W59
1997-04-13,8031,5,20,region_mag B,BXO,S30W37
1997-04-14,8029,5,30,region_mag B,BXO,N24W74
1997-04-14,8031,9,60,region_mag B,DSO,S30W50
1997-04-15,8029,1,0,region_mag A,AXX,N24W85
1997-04-15,8031,12,100,region_mag B,DAO,S29W63
1997-04-15,8032,2,10,region_mag B,CRO,S23E20
1997-04-16,8031,6,170,region_mag B,EAO,S30W78
1997-04-16,8032,13,40,region_mag BG,CRO,S22E06
1997-04-19,8032,3,10,region_mag B,BXO,S23W34
1997-04-20,8034,2,10,region_mag A,AXX,N21W16
1997-04-23,8035,2,10,region_mag B,BXO,N17E64
1997-04-24,8035,3,0,region_mag B,BXO,N18E51
1997-04-25,8035,3,0,region_mag B,BXO,N18E35
1997-04-26,8035,2,0,region_mag B,BXO,N18E23
1997-04-27,8035,4,10,region_mag B,BXO,N18E10
1997-04-27,8036,8,20,region_mag B,CRO,S18W36
1997-04-29,8036,7,30,region_mag B,CRO,S18W63
1997-04-30,8036,2,0,region_mag A,AXX,S16W82
1997-05-04,8037,3,10,region_mag B,BXO,S26W30
1997-05-05,8037,1,0,region_mag A,AXX,S25W43
1997-05-07,8038,1,90,region_mag A,HAX,N20E58
1997-05-08,8038,1,70,region_mag A,HSX,N20E45
1997-05-09,8038,1,80,region_mag A,HSX,N21E27
1997-05-09,8039,2,10,region_mag B,BXO,N23W32
1997-05-10,8038,4,90,region_mag B,CSO,N21E20
1997-05-11,8038,2,80,region_mag A,HSX,N21E07
1997-05-11,8039,1,10,region_mag A,AXX,N23W52
1997-05-12,8038,2,80,region_mag A,HSX,N21W06
1997-05-12,8039,4,10,region_mag B,BXO,N23W65
1997-05-13,8038,2,60,region_mag A,HSX,N21W19
1997-05-14,8038,5,70,region_mag B,CSO,N20W31
1997-05-15,8038,7,70,region_mag B,CSO,N20W44
1997-05-16,8038,5,50,region_mag B,CAO,N20W58
1997-05-17,8038,5,30,region_mag B,CRO,N21W70
1997-05-17,8040,2,10,region_mag A,AXX,N06E56
1997-05-18,8038,1,0,region_mag A,AXX,N24W82
1997-05-18,8040,3,10,region_mag B,BXO,N03E41
1997-05-18,8041,2,0,region_mag B,BXO,N04E24
1997-05-18,8042,1,0,region_mag A,AXX,N25E46
1997-05-19,8040,11,60,region_mag B,CSO,N06E28
1997-05-19,8041,1,0,region_mag A,AXX,N06E09
1997-05-20,8040,14,110,region_mag B,DSO,N05E13
1997-05-20,8043,6,20,region_mag B,BXO,N28W40
1997-05-20,8044,1,30,region_mag A,HAX,S35E77
1997-05-21,8040,15,90,region_mag B,DAO,N05E00
1997-05-21,8043,10,30,region_mag B,CRO,N28W53
1997-05-21,8044,2,30,region_mag A,HSX,S36E64
1997-05-23,8040,17,150,region_mag B,DAO,N05W26
1997-05-23,8043,3,60,region_mag B,CSO,N27W80
1997-05-23,8044,1,20,region_mag A,HSX,S35E42
1997-05-23,8045,5,20,region_mag B,BXO,N02W13
1997-05-24,8040,14,140,region_mag B,ESO,N07W41
1997-05-24,8044,1,20,region_mag A,HSX,S35E28
1997-05-24,8045,2,10,region_mag B,BXO,N03W28
1997-05-24,8046,1,0,region_mag A,AXX,S26E67
1997-05-25,8040,7,110,region_mag B,CSO,N06W54
1997-05-25,8044,1,20,region_mag A,HSX,S35E17
1997-05-25,8045,2,10,region_mag B,BXO,N01W43
1997-05-25,8046,2,10,region_mag A,AXX,S25E54
1997-05-26,8040,2,100,region_mag B,CSO,N08W70
1997-05-26,8044,3,10,region_mag A,AXX,S34E04
1997-05-26,8045,2,10,region_mag B,BXO,N03W56
1997-05-26,8046,3,10,region_mag A,AXX,S27E41
1997-05-27,8040,1,50,region_mag A,HSX,N08W86
1997-05-27,8045,3,30,region_mag B,CRO,N03W70
1997-05-27,8046,4,20,region_mag B,BXO,S27E28
1997-05-28,8045,4,20,region_mag B,CRO,N02W85
1997-05-28,8046,5,10,region_mag B,BXO,S26E14
1997-05-28,8047,4,10,region_mag B,BXO,N26E68
1997-05-30,8046,1,0,region_mag A,AXX,S26W16
1997-05-30,8047,6,50,region_mag B,CRO,N26E44
1997-05-31,8047,3,30,region_mag B,CRO,N27E31
1997-05-31,8048,1,0,region_mag A,AXX,S28E55
1997-05-31,8049,1,0,region_mag A,AXX,S26E17
1997-06-01,8047,3,20,region_mag B,CRO,N27E19
1997-06-01,8048,6,30,region_mag B,BXO,S29E41
1997-06-02,8047,3,20,region_mag B,CRO,N26E08
1997-06-02,8048,10,50,region_mag B,CRO,S29E28
1997-06-03,8047,2,0,region_mag A,AXX,N26W04
1997-06-03,8048,13,120,region_mag B,DSO,S28E15
1997-06-04,8048,10,150,region_mag B,DSO,S28E03
1997-06-05,8048,6,110,region_mag B,DSO,S28W13
1997-06-06,8048,5,120,region_mag B,DAO,S27W24
1997-06-07,8048,5,110,region_mag B,DAO,S28W37
1997-06-08,8048,7,90,region_mag B,DSO,S28W50
1997-06-09,8048,4,30,region_mag B,CSO,S28W65
1997-06-09,8050,1,0,region_mag A,AXX,N27E56
1997-06-09,8051,1,0,region_mag A,AXX,N21W09
1997-06-10,8048,2,20,region_mag B,CRO,S28W80
1997-06-10,8050,1,0,region_mag A,AXX,N27E43
1997-06-11,8050,1,10,region_mag A,AXX,N28E30
1997-06-12,8050,1,10,region_mag A,AXX,N28E17
1997-06-13,8050,3,20,region_mag B,BXO,N29E03
1997-06-13,8052,3,20,region_mag B,CRO,N17E40
1997-06-14,8050,1,0,region_mag A,AXX,N29W10
1997-06-14,8052,6,30,region_mag B,BXO,N17E27
1997-06-15,8050,3,10,region_mag B,BXO,N29W22
1997-06-15,8052,8,30,region_mag B,CRO,N18E14
1997-06-16,8050,1,0,region_mag A,AXX,N28W34
1997-06-16,8052,8,30,region_mag B,CRO,N18E02
1997-06-17,8050,1,0,region_mag A,AXX,N30W46
1997-06-17,8052,17,70,region_mag B,DRI,N18W11
1997-06-18,8050,1,0,region_mag A,AXX,N27W60
1997-06-18,8052,10,30,region_mag B,BXO,N19W24
1997-06-19,8052,5,20,region_mag B,BXO,N18W39
1997-06-19,8053,4,20,region_mag B,CRO,S27E31
1997-06-20,8053,6,20,region_mag B,BXO,S26E17
1997-06-21,8053,2,10,region_mag A,AXX,S27E06
1997-06-21,8054,1,0,region_mag A,AXX,N07W72
1997-06-22,8053,1,0,region_mag A,AXX,S27W07
1997-06-23,8055,5,10,region_mag B,BXO,N15E08
1997-06-24,8055,4,10,region_mag B,BXO,N15W06
1997-06-25,8055,4,10,region_mag B,BXO,N15W21
1997-06-26,8055,2,0,region_mag B,BXO,N15W34
1997-06-26,8056,12,40,region_mag B,CRO,N17W18
1997-06-27,8056,13,40,region_mag B,DAO,N17W33
1997-06-28,8056,9,30,region_mag B,DRO,N17W47
1997-06-29,8056,4,10,region_mag B,BXO,N17W61
1997-06-29,8057,2,0,region_mag A,AXX,N30E12
1997-06-30,8056,2,0,region_mag A,AXX,N19W70
1997-06-30,8057,2,0,region_mag A,AXX,N31W03
1997-07-03,8058,2,10,region_mag B,BXO,S19E44
1997-07-04,8058,2,0,region_mag A,AXX,S22E30
1997-07-05,8059,2,0,region_mag A,AXX,S30E02
1997-07-06,8059,1,0,region_mag A,AXX,S30W14
1997-07-07,8059,1,0,region_mag A,AXX,S32W23
1997-07-08,8059,4,20,region_mag B,BXO,S31W36
1997-07-08,8060,2,10,region_mag B,BXO,N05E19
1997-07-09,8059,3,10,region_mag B,BXO,S31W50
1997-07-09,8060,2,0,region_mag B,BXO,N05E06
1997-07-10,8059,4,20,region_mag B,AXX,S34W61
1997-07-10,8060,8,30,region_mag B,BXO,N04W09
1997-07-11,8060,7,10,region_mag B,BXO,N05W22
1997-07-15,8061,1,10,region_mag A,AXX,S21W02
1997-07-18,8062,1,0,region_mag A,AXX,N23E66
1997-07-19,8062,1,0,region_mag A,AXX,N23E52
1997-07-21,8063,2,10,region_mag B,BXO,S25W12
1997-07-23,8064,1,10,region_mag A,AXX,N22E75
1997-07-24,8062,7,30,region_mag B,DRO,N27W09
1997-07-24,8064,4,30,region_mag B,CRO,N24E61
1997-07-26,8062,6,20,region_mag B,BXO,N28W37
1997-07-26,8064,5,10,region_mag B,BXO,N22E33
1997-07-26,8065,11,150,region_mag BG,DSO,N18W56
1997-07-26,8066,3,20,region_mag B,BXO,N22E73
1997-07-27,8062,3,10,region_mag A,AXX,N28W52
1997-07-27,8064,3,10,region_mag B,BXO,N22E20
1997-07-27,8065,9,140,region_mag B,DAO,N17W70
1997-07-27,8066,3,20,region_mag B,BXO,N23E59
1997-07-28,8062,2,10,region_mag A,AXX,N28W65
1997-07-28,8064,2,10,region_mag A,AXX,N22E04
1997-07-28,8065,6,150,region_mag B,DAO,N16W82
1997-07-28,8066,3,10,region_mag B,BXO,N24E46
1997-07-29,8064,5,10,region_mag B,BXO,N24W06
1997-07-29,8066,1,0,region_mag A,AXX,N26E35
1997-07-31,8066,2,0,region_mag A,AXX,N24E09
1997-08-03,8067,1,10,region_mag A,AXX,N06E65
1997-08-04,8067,1,0,region_mag A,AXX,N05E52
1997-08-04,8068,6,30,region_mag B,BXO,S22E33
1997-08-05,8068,2,20,region_mag A,HSX,S22E18
1997-08-06,8068,2,20,region_mag B,CSO,S21E06
1997-08-06,8069,6,10,region_mag B,BXO,N21W35
1997-08-06,8070,1,0,region_mag A,AXX,S20E53
1997-08-07,8068,1,10,region_mag A,HSX,S21W09
1997-08-07,8069,11,100,region_mag B,DAO,N21W48
1997-08-07,8070,3,10,region_mag B,BXO,S19E39
1997-08-08,8068,2,10,region_mag A,HRX,S20W22
1997-08-08,8069,14,100,region_mag B,DAO,N21W62
1997-08-08,8070,9,30,region_mag B,DSO,S19E25
1997-08-09,8068,1,0,region_mag A,AXX,S19W37
1997-08-09,8069,8,110,region_mag B,DSO,N23W74
1997-08-09,8070,12,60,region_mag B,DAO,S20E11
1997-08-09,8071,4,60,region_mag B,CRO,N21E62
1997-08-10,8069,5,30,region_mag B,CSO,N21W86
1997-08-10,8070,12,50,region_mag B,CSO,S20W01
1997-08-10,8071,3,10,region_mag B,BXO,N26E49
1997-08-10,8072,1,0,region_mag A,AXX,N21E21
1997-08-11,8070,7,30,region_mag B,CSO,S20W15
1997-08-11,8071,4,10,region_mag B,BXO,N26E37
1997-08-12,8070,5,10,region_mag B,BXO,S20W30
1997-08-12,8071,6,30,region_mag B,CSO,N25E20
1997-08-12,8073,1,90,region_mag A,HSX,N14E74
1997-08-12,8074,1,90,region_mag A,HSX,N26E75
1997-08-13,8070,7,10,region_mag B,BXO,S20W42
1997-08-13,8071,8,30,region_mag B,CAO,N26E07
1997-08-13,8073,1,70,region_mag A,HSX,N15E61
1997-08-13,8074,1,30,region_mag A,HSX,N26E63
1997-08-14,8070,10,50,region_mag B,CAO,S20W55
1997-08-14,8071,6,30,region_mag B,CAO,N26W07
1997-08-14,8073,1,60,region_mag A,HSX,N14E49
1997-08-14,8074,4,40,region_mag B,CSO,N26E52
1997-08-15,8070,4,40,region_mag B,DSO,S19W68
1997-08-15,8071,2,10,region_mag A,HRX,N26W22
1997-08-15,8073,1,60,region_mag A,HSX,N14E36
1997-08-15,8074,2,30,region_mag A,HSX,N27E38
1997-08-16,8070,1,10,region_mag A,AXX,S20W82
1997-08-16,8071,2,10,region_mag B,BXO,N26W36
1997-08-16,8073,1,70,region_mag A,HSX,N15E23
1997-08-16,8074,5,30,region_mag B,CSO,N27E27
1997-08-16,8075,1,0,region_mag A,AXX,N29E46
1997-08-17,8073,1,70,region_mag A,HSX,N15E08
1997-08-17,8074,1,20,region_mag A,HRX,N27E11
1997-08-17,8075,1,10,region_mag A,AXX,N29E31
1997-08-18,8073,1,60,region_mag A,HSX,N15W04
1997-08-18,8074,2,0,region_mag A,AXX,N27W02
1997-08-19,8073,1,60,region_mag A,HSX,N14W17
1997-08-20,8073,1,60,region_mag A,HSX,N14W31
1997-08-21,8073,1,50,region_mag A,HSX,N14W44
1997-08-22,8073,1,60,region_mag A,HSX,N13W60
1997-08-23,8073,1,70,region_mag A,HSX,N14W71
1997-08-24,8073,1,20,region_mag A,AXX,N13W85
1997-08-26,8076,9,80,region_mag B,CRO,N29E63
1997-08-26,8077,3,10,region_mag B,BXO,S23E59
1997-08-27,8076,9,160,region_mag B,DAI,N30E51
1997-08-27,8077,1,0,region_mag A,AXX,S22E45
1997-08-28,8076,11,100,region_mag B,CSO,N29E37
1997-08-28,8078,2,10,region_mag A,AXX,N17E26
1997-08-29,8076,25,200,region_mag BG,DSI,N29E24
1997-08-29,8078,3,10,region_mag A,AXX,N16E12
1997-08-29,8079,3,10,region_mag A,AXX,N15E10
1997-08-30,8076,32,280,region_mag BG,ESI,N28E11
1997-08-30,8078,2,0,region_mag A,AXX,N21E05
1997-08-30,8079,3,0,region_mag A,AXX,N15W03
1997-08-31,8076,29,200,region_mag BG,ESI,N28W01
1997-08-31,8078,5,10,region_mag B,BXO,N20W05
1997-08-31,8080,5,10,region_mag B,BXO,N18W31
